Id,name,followers,popularity,genres,chart_hits,top_chart
6u89hsVg7hjc5JgyTGxB8M,Mikko Tamminen,5.0,0,[],,
26R8bLISWW0bHRy8QmFrlK,MT,0.0,2,[],,
67D84LIjgxfNglGid1AvMa,Militärmusik Oberösterreich,480.0,19,"['blasmusik', 'musikkorps']",,
0iiB7bzPlzoqJR3weIIng6,MilkoBrothers,10.0,1,[],,
5jCnqOBzK0vJmDoJfou6l8,Wanna Wake,986.0,22,['ukrainian edm'],,
2ni1pmLRMK2qNqVsyja97W,Jaykay,2166.0,13,[],,
5jTInrFPBccvStXE3PP5l5,Dice,38.0,16,[],,
1d0XexB437dO6DJxXa6L7j,Kxa,2897.0,23,['bass trap'],,
0sfURdhcmXyrcFEWaJ2IJI,Mr Leo,25674.0,27,['azontobeats'],,
404oLEm20rXDCHi61f6uvg,Killua97,18294.0,43,"['trap chileno', 'urbano chileno']",,
64tzIMKX4Npx37YLcNZZNC,THEMBA,18931.0,46,['afro house'],,
4uZP9vHYfFu3DW9ywwtLpf,Jorge Medina,210424.0,50,"['banda', 'musica mexicana', 'nueva musica mexicana']",,
5Bq385vpurgrY3Z13ssOK9,Wendy Zoe,61.0,4,[],,
0L5f9aJIaxQXTipZ7uQYiC,Bheems Ceciroleo,32345.0,49,['tollywood'],,
0MCNNoZK9zAxO8qZFpBSjT,Roopam Islam,22.0,7,[],,
3u4qXYRgHgU7YtjZt9sduX,Eyelar,5513.0,57,['uk pop'],,
4bI1b116KZGjJl5Dy7Lsjy,Sимптом,6956.0,44,['ukrainian hip hop'],,
6EsPvdCiA2DhLJitQemJli,Harjaap,52.0,2,[],,
7IWi4NOiLz0JJ0qJhCYLN0,Elicê,8543.0,34,['drill brasileiro'],,
0JJHjoNFPKLqQdsl0sPQ5i,Edessa,203.0,36,[],,
3CmmR547H2prfmsee200bE,Burak Malçok,1521.0,33,[],,
72heZIc2iMXdpDwsTjTcCQ,Biicla,7059.0,40,['vapor twitch'],,
5lMhmrCSTeqBMJ2PclShLq,Ulrike Malotta,19.0,1,[],,
3pmEPou3438F5G9YQsHWdG,Adso Alejandro,298.0,7,[],,
4k84U3BB9LqFYogMZN7w94,Cris Dinero,7174.0,30,['vapor trap'],,
2B8vGTY8HOEr0Vms29broY,Kombilesa Mi,4522.0,21,['folclor afrocolombiano'],,
6mOhBnv6lj5Z8iLENivRwc,Delano,589.0,22,[],,
2yA249IhLfSGsuuLAHRHkV,Datz,1.0,5,[],,
318m8kEI8VSAvJlIXHuxKf,VCO,86.0,1,['bemani'],,
4AHShVrA0FRpZoOan7NReN,Molla DJ,215.0,3,[],,
6KkDl8hG9xuLpLyrk1oFP6,AERO5,60.0,14,[],,
2j0DrQyR0QGVEiPViv3WEM,Neeru Rawal,3.0,2,[],,
5bPMrj2JeYuaAqA807hw7I,Big H,11307.0,28,['grime'],,
65ZxfiilUIYWNEpDjrHaM5,BRAHMAN,100947.0,35,"['j-rock', 'japanese punk rock']",,
5Y8g8xQA1pNHnnfFznkcqZ,Victor Solf,12301.0,35,[],,
6tCD2m3K6zcKaIhXrfyhO9,DJ André da CG,0.0,0,[],,
0mu68gumwn9E4ezeh8XO7F,SENEKA,72.0,19,[],,
4fccWaWnJPshGsYJZCuYMP,DJ Kaos,142.0,18,[],,
59bzgnQXzcTmC5APOrWMxC,Antti Kleemola,1650.0,22,"['finnish pop', 'iskelma', 'laulaja-lauluntekija']",,
1KuV6xtFnLPsneN3yBrjFj,Johan Lenox,12645.0,46,[],,
3tJlxuZiSkwGxOai4zRKRU,AND,43.0,1,[],,
7Ca2fF5FSggmhaM4COFT6z,WN Mattos,53.0,0,[],,
1IK8Wa1Uvg3W5UVkPT0ON6,Matti Ollikainen,250.0,10,[],,
0EssQdCegvHq0MYHztPIis,AzeR,9.0,2,[],,
6z5tcnHJavuCcv1LVxmLQh,Ken Holland,155.0,5,[],,
2Cc9BhW8nP6fZh7kxMxTt4,Erhan Yılmaz,259.0,17,[],,
61lrTfBVPrE3DOTu9MGmhQ,Matt Cornett,43541.0,45,[],,
08SAgGA3DoTLHqW0ZcBpi8,Saxon Baroque Orchestra,23.0,5,[],,
2TkSDFFCkyiMrHyL1a5BbF,Laura Osnes,12472.0,41,"['broadway', 'show tunes']",,
2vWFvj7ZZ3hQ7rgKP8IQIG,Halogen,4.0,3,[],,
32ZGEbFkXadYnMhtjbBz8a,Dana Wheeler,4.0,2,[],,
7oQtPEgwj7Xqc0cPFGRg8q,Fedoroff,1.0,0,[],,
3Z2IBviCFv6CAkA4UtYO3F,LIMITED VALENTINE,0.0,1,[],,
4o2Lz0oOjmU0XS5eh3hzGW,MC THEUS CBA,0.0,0,[],,
0gFglWZzCTIf4f8q73DEJ5,НКНКТ,3.0,5,[],,
1FHN9n3UsMHZfKEU3rKXux,Tookie,3052.0,28,['uk drill'],,
6JNMW1yeYosusJMpj77IED,Christina Soto,173.0,13,[],,
1yWb4AJVLq9RQFiFMHTPD7,Taigo,293.0,33,[],,
0EOoSsmM3oV2aoGL3Od3E3,Rell,1633.0,46,[],,
4kil03O4zZQwIsvj3SGCxH,Meiyang Chang,4821.0,30,[],,
1fTgsuSVZOrbUVZVpbbBPF,Parkdrive,1744.0,19,[],,
5ZiUk2VFDaffNjpoYqDAYW,ELJAY,1856.0,10,[],,
3YqxqlYWZTQJ814FXoXDSf,Victor Lee,9.0,3,[],,
64io0R0P9smV5lEk9X3RPA,Hysinth,0.0,2,[],,
4chLPXLSly4IZblITuG4g6,Luke DB,662.0,8,['deep uplifting trance'],,
0XXC3ecgsgp5zLa0SS99yh,Ash,0.0,5,[],,
3VNlSTwe7K9yhk5OzSrjpw,Narbekov,8.0,20,[],,
37nRatUj06EqzpTJNpMuRc,Mix Singh,30.0,27,[],,
4p7jvZ9uRbkFGImrZPLSFE,Gerendás Dániel,7.0,2,[],,
6a5ULaAJZ7Ii2aBSLPSsza,Lito,144.0,31,[],,
6dCh3qLysyAd82w3xhI35s,Slinkiz,0.0,7,[],,
6NFWb2y6S7PH2yvs5xbO2y,Sticky Fingaz,88292.0,45,"['gangster rap', 'hardcore hip hop', 'hip hop']",,
1beK7BpUs2hTagfzLUb1HB,Aka Rasta,172708.0,59,"['rap paranaense', 'trap brasileiro']",,
0uBdl7m7VeYpTBLJ9Jr4Le,BRXTN,697.0,5,['kentucky hip hop'],,
3FLi9ld23ZFBjR7dbfF7P5,Cathode-Anode,0.0,0,[],,
1Tx3YSK3DFC4cYHXqOUb2u,Raul Di Blasio,105914.0,50,[],,
1ymCIarAzFBmPezjVObfuT,DJ MVN,0.0,0,[],,
5UooWZC3dCujBUWDDgn0G3,Lu Fossi,282.0,25,[],,
42MgQRvz2CdYiI9u46YJNn,Reblok,2767.0,29,['serbian electronic'],,
2jtKAJdZ3S7mtcFaOGYae2,Klowds,10.0,6,[],,
2fFZy0nSxK6f85no96GuTT,Oskido,221.0,13,[],,
4AGic6fJ1gkc8R73iq1rax,Dev Negi,44.0,8,[],,
0yFDcAAA5D3RNhQWCJsRLp,Scarface,1237.0,22,[],,
0GbSx3yOrTrzGqIsEbxCsq,Goes,437.0,21,['musica roraimense'],,
67aDn6MpR8gpp7yX21dT9o,Gordon Goodwin,484.0,7,[],,
4hmYmYCaSZ4j3Zj1vwP1Wv,Ana,0.0,0,[],,
0DAMUOMDpkvyZic79koZKr,Chi Viễn,0.0,0,[],,
1FV3sKugQJFGWgWpMIA2Fy,Cincinnati Pops Orchestra,3817.0,36,"['american orchestra', 'pops orchestra']",,
63cplGnouXU54bGPY7JC8m,Shara,6474.0,39,[],,
2RDrgRouTQ289ET075WYuC,The Boy,95566.0,49,"['trap brasileiro', 'trap pesado']",,
1c7rWb3SOfMBOYOaEQmBlg,MC BNÉ,4.0,3,[],,
4utmqQVLD5gB15ezM0mYuI,YC,5273.0,22,[],,
1iXnBYO7mS84pBaxVfTnwN,Young Riot,11.0,3,[],,
3t6PFvpjhve61oCENXXrh9,Stiehler,1105.0,33,[],,
5KBPxIED8ejHkvhs4KCzyS,Granuja,84763.0,52,"['boom bap espanol', 'colombian hip hop']",,
6QshhXyQBLzoTMIfN5UZLI,DogBeat,254.0,42,[],,
7gF4lCtHJnQwZC24D8AaM5,CABBRAU,57.0,25,[],,
7Iv4yZszNmY8NQrOzpVzNq,Pachino,62.0,27,[],,
4wM29TDTr3HI0qFY3KoSFG,Indigo Girls,284096.0,53,"['folk', 'lilith', 'singer-songwriter', ""women's music""]",,
4WrJml1SCRtctFsUrfXrdW,Baur,4.0,2,[],,
1VtV67j034qSCkxrfyGrpJ,Tasos Grous,10.0,1,[],,
3IBFhW5oxXgwLMDCQGdxQL,Buffet Libre,0.0,0,[],,
66GvBrFGctJVkZIsL784Tj,harone,1.0,2,[],,
1k7Cc2WGh6LAE1TUh6dsiy,Dark Heart,6603.0,53,[],,
5ykR03rHnFJ4GLD6ilaWD6,Shel Bee,306.0,23,[],,
5mjmTDZqESvRwRmEm3rMjh,$ihenc,0.0,2,[],,
0tPA2cRllaVvNQdY7Kro6N,J JAZZSPER,333.0,22,[],,
2APsbB694BecQ2Vbqj832Q,Merja Larivaara,59.0,1,[],,
3OLp4KhWh6toFAwiPWxbxX,Greg Zlap,3886.0,26,"['harmonica blues', 'harmonica jazz']",,
7ozZO6sav1jKtldgn8KQqE,STONEFLEXANCE,6.0,1,[],,
1dM4b6mWjcPqIoICG8DZBh,WEF,952.0,13,[],,
5i4MOrDrTRPo49cFCx3JYc,RILLA,21.0,15,[],,
0eLzSHo8zT9rswxQoFPqct,Nash,122.0,25,[],,
5DTtgGONBb7nQ44ACBprnp,劉虹翎,56.0,8,[],,
0vokx7XUrEbUXiC0GDsi5U,Diverse Bind,1045.0,8,[],,
7kZG1oHZepAaTeWvJih0mU,Danny Howard,11.0,0,[],,
2d3wstlwe427Q7CamLXlpO,Mere Notilde,4874.0,34,['future funk'],,
4WYSqcy0woSaWJQFzUf8c6,D3VV,142.0,26,[],,
6Gnw8SDcpWM9COx6oRM0sc,Keshore,88.0,16,[],,
3scJyMoQGOjHJ8afVOdCyX,Seductive,192.0,10,[],,
36PpbwDX0Eqbjixfl10N1T,exMAD,237.0,21,[],,
6dWr7vCVJS0YUiPaCeX6Tj,Le Bagad de Lann-Bihoué,2019.0,14,['breton folk'],,
2CfFFCRsjA9kDaSK4jxUqT,Djangomayn,2083.0,23,['finnish trap'],,
54OrVWrWV2olB9e8I652mx,Shelton Pinheiro,73.0,25,[],,
6QHpXOmwC3w4tQqG1lxDQm,Chris McBride,1.0,0,[],,
2aclOznmuf1oNEJvAKynpU,Jaycee,40.0,1,[],,
3zJrUFSq95i2wOhH2K8KUV,Bonkers,0.0,0,[],,
2OOLZKc1j4FoOCHOgGbtRl,jungle bobby,3948.0,38,[],,
3CgqKlh7OhPLLFPCK8A1Tu,Tony Miggy,201.0,19,['rap romantico'],,
5pqZ05b1zkz3er6iz4d4qr,Muhfaad,140355.0,43,['desi hip hop'],,
5vSyn8YPtgu7qLBRZ1Ari7,Thomas Jack,3353.0,23,[],,
5dGcu5eqnN9TrQFmphaiVy,Maurice Cevrero,12.0,6,[],,
1gATbfy8XAklw4Hi9GFqfq,Petr Šiška,22.0,3,[],,
2ubWntZCcF1oxsmegUJ64M,Bibi Qairina,1693.0,7,[],,
5JgNVBOXO5oBLlQeVNG8W6,Milena Szymańska,4.0,2,[],,
7Duuc0rFBVQCaSuKf088x5,Thanassis Vassilopoulos,789.0,27,[],,
38c7dm6jftE2Rx9y8VpNUR,Vivianne Sydnes,12.0,12,[],,
3CR7n4hexD7pE3BRnLEDUJ,Ringo Madlingozi,133410.0,34,"['afro soul', 'south african jazz', 'south african pop', 'xhosa']",,
40mmFqI4SF0U37CL6HB35r,Lui Larsen,12.0,3,[],,
7CB4XCxxhIcPv40HpqIMv4,M A S,16.0,5,[],,
11IEloKNKHeKbH33PZMu1S,Hatcha & Lost,16.0,1,[],,
3KmlfAC4OgYLWOJ9bXZzhd,Modersky,0.0,2,[],,
4AQMik1VvWiDfupBYzDQ81,GuapoTheNarco,15.0,0,[],,
48YWO7DPrM3Bc58FRze0Gj,St. Nick,5.0,12,[],,
5usRvDN6xPjCOQDHmDaJM6,2's Day,1082.0,11,[],,
5hXPhOSZNUNV2J9Zi3gh2o,LightSkinMac11,230.0,5,[],,
6sUiyEXefVdgi11s8CU6qk,Random Trip,2868.0,29,['hungarian pop'],,
00pVr8w7UlU25TNJSfH4Vz,艷薇,254.0,2,[],,
7D7Ac6kyUZ7esyQmcvSMRq,Péterfy Bori,90.0,5,[],,
0PJYwZPITna4H38FyPNszX,Illyez,899.0,8,[],,
3OVuZhlGMASlYTZUDr6VxW,racine neto,1042.0,29,['funk mandelao'],,
1W9sCsSX7vnyDAD3rFhP6O,AwKarin,18081.0,20,['indonesian hip hop'],,
18pScqBYtlDgkwf3oQq5fs,Stine Mari Langstrand,55.0,1,[],,
6aFfj6fLaaMogn7CS5eIJC,Arzu Turalı,8.0,0,[],,
6dL6gdNt6VGRKl68hyoEzv,Falz feat. Olamide,37.0,0,[],,
56BL2UjKas9MzWvTYCnyEm,Mc Niko,12.0,0,[],,
2RA0cyG1iPQAjNizVYrxP2,BreakMyHeart,4.0,4,[],,
66aph5dA2B4HnzS0xzNPe1,Dj Gabi Cavallin,249.0,9,[],,
1l9MB9QHLcmvuI3wwiWCkB,KUR,34681.0,39,"['philly drill', 'philly rap']",,
0b82BJLnXs4PtkfJHlUocV,Gee Rocha,3367.0,37,[],,
2lfGwESR6AjbNkk1PfMbQq,Jiřina Urbanová,14.0,3,[],,
25NoSiDaJAxrEQeTZES6Yh,Klax,3111.0,22,['deep dnb'],,
5PTM3njSX1y9zUA9AE50rY,O'Neill,865.0,41,[],,
1LN7bXLLhvplkI3AS0TaVm,Markus Maximus,421.0,10,[],,
62lsKqYSh1yBuxOMzWzdHe,Baby Lullaby,42431.0,48,"['lullaby', 'sleep']",,
6pytZtqQlXaOxDOMEH74zH,Prince Kaeeem,0.0,0,[],,
1PAvmfu0TKYSVVWGl3uJNC,Yolka,120888.0,41,"['russian dance pop', 'russian pop']",,
6oneCH0OFyck3gAjFTyDK1,Niall,3759.0,30,[],,
0vUoUT61oEwE6WgoZpScSC,nachbarn39,1.0,0,[],,
6uZ4VnfmgCKbVsU3QYxXcH,Praewa Yellow Fang,9.0,6,[],,
5Nn7K6TjY1xNgVSElC24tR,Ice Crimi,1280.0,16,[],,
6kOYTwdWQF73PXP7WyRsNJ,Byron the Aquarius,7883.0,32,[],,
27zUmETvHebBcNezxofooD,Cashae,7456.0,30,['pop edm'],,
4tfffNgXDx3XSZkcn4APIj,Funky Wah Wah,13348.0,31,"['thai indie', 'thai indie rock']",,
2N0mbAIb33TV4rvt4TOXe4,ROXOLANA,2796.0,30,['ukrainian pop'],,
2aoKOOAOR9mmnexVmyQu7N,X Kalibur,2.0,1,[],,
4vHJ8v2BubyLuALcHaXb29,Jr Blender,92.0,8,[],,
0AepkoQhYvkjEzzwIcGxdV,Jacob Banks,447986.0,60,['uk contemporary r&b'],,
6lOsaYnSovGhYlI695t82Y,El Caly,5415.0,7,[],,
5yhR0OqJhkbQ2y76XUte3R,Kyle Reynolds,7838.0,53,[],,
2gjCxL5WzDhJS8ed5orxiK,Dance 2 Trance,11965.0,29,"['bubble trance', 'german trance']",,
3Vmnuapmgoh9n1DE1XWCB1,Will,292.0,16,[],,
5H4ABKp8qUdj8Hy8mu2xQv,Christoph Prégardien,1869.0,32,['classical tenor'],,
67lbnNvIaK3h8L0sFxoXvJ,Tony Curtis,22290.0,38,"['deep ragga', 'lovers rock', 'old school dancehall', 'roots reggae']",,
1VQ7baxc9Okx2YuRnpKMMR,Raydio,6960.0,41,['yacht rock'],,
6IvYk2Vx3G6VY6AXBqDudt,FACUU DJ,40.0,12,[],,
0JGN9XIqm3vfg7hhPHjExI,Leessang,54382.0,41,['korean pop'],,
6I1JWzZDJXebEF29itukBE,MD,286.0,39,[],,
3LJfVlTp1Ji5n5A0nfv46A,R!S,1291.0,34,[],,
0lrcid8DNuEfPgPRxRNiRR,Dvnk Sinatrv,123.0,3,[],,
7eBlUIscpAHFkVzUNEYVPv,J’von,2.0,0,[],,
08RZYc8fbJkOJzmAoJa9xK,ไม่มี,23.0,1,[],,
4iuBIoze6h6llbvXZUFMtu,Гусейн Гасанов,522.0,27,[],,
6cJe6icUzsKfL7jYqabP4F,The Yummi,1.0,0,[],,
45DQLZWmqvLsAs8QWV9FD1,So-So,29.0,0,[],,
57hQBQM26d5mNjsZeH04R0,Hard Rock Sofa Remix,8.0,0,[],,
7zhmvqgx9btSAcmxI2EGuE,BJ,117.0,21,[],,
3da2nd4rKIIfh8n64m2kTx,Dry,7.0,16,[],,
4uS3U8DHsr2w9jtlJL2zXI,Brombal,33.0,10,[],,
20GdoyuHyDOzJe7T2EcFqI,香港兒童合唱團,134.0,24,[],,
2eED6jqRWrZUR2HoIRKPiV,MerryK,18.0,4,[],,
4yldOIBjsP63GgPZBbb62C,Sevenes,10546.0,22,[],,
5d6wXgGQHEdCGMYAndU4xa,4lifekash,1.0,0,[],,
7wLHr4NmAvAwukWyqyOpsX,Back N Fourth,620.0,30,[],,
4CguxZNcWWYewIeVxGWhha,Tsodor,26.0,0,[],,
6MIXwGBFXAuLoaZ6s0fCT7,Manu Zain,1572.0,29,[],,
2hj2E6c3lMHm5QlqsQFI04,Tilian,68828.0,46,['progressive post-hardcore'],,
76uFfZR7ZBbmQXGDlGsSZ7,To-ma,663.0,25,['russian dance pop'],,
7hlTtVz10Vlmp9oDPHwjUE,Bo,209.0,29,['greek hip hop'],,
7y7UhmnDydiweGCwrHsI22,Empyre One,14611.0,57,"['eurodance', 'hands up', 'partyschlager']",,
5hd3Vyyp0DD20EpuCQjZWM,ave,71.0,11,[],,
7j1pA5rJN4y96H4Yrk6iHG,DJ Thay,0.0,0,[],,
0jU5OjJIpz1AjfRgDjwOjU,Clarence Burke Jr.,18.0,3,[],,
7fKJMJhEVWwOKNxf78ulKB,Az.i,558.0,13,['rap tunisien'],,
20OW64uPGYBjIBjOJlftyz,Saka,46.0,29,[],,
4dHH0sPGUjJcRXffp9nr1e,LEILAH,209.0,38,[],,
3ChjGRo4LfuJy7uXo0uQG5,Rafael Osmo,828.0,28,[],,
06Hg2BUQ8XqAVk241LERsi,Suena eso !,70.0,19,[],,
448gMu1lMo0OLHrVrFR2oN,Newtimers,1147.0,31,"['gauze pop', 'scandinavian r&b']",,
75g37NGWl274LfuyMDeKDB,DJ Eden,885.0,8,[],,
2ceAAnbJjgVoTcIYuu3rjD,DJ PATRICK ZS,1764.0,38,['funk mtg'],,
0boGn8zBcxCZIT8N4wNpjD,V.I,70634.0,29,[],,
4PlcXVgKQXSRX4aVBXVYEk,Scope,454.0,12,['deep deep house'],,
7dDATjbMhrYXM16bkHAfTj,Marco Fratty,163.0,13,[],,
1rrYX4LEdujuVhl43MTpZF,Ghanaian Stallion,3184.0,31,[],,
5oM4ylX9mgzyzDD6yYPUal,Dehmo,72136.0,42,"['french hip hop', 'pop urbaine', 'rap calme', 'rap francais']",,
2KhDedackjZfysiu7T7AwN,Megha Sriram Dalton,72.0,43,[],,
1fzjSsvVUpGt2W0itpcTKP,Mildenhaus,1352.0,45,[],,
1qutRgn2ONWIoDYVIhRIt7,Monrrow,140.0,11,[],,
3pUPUubNsea4gUr6AD7dgQ,Golden Boy Muj,249.0,11,[],,
3CVXA5TAWpmfGPqyMqXpPb,Savera,2287.0,59,[],,
20MZ39LxRBX2PtN6DgegqU,GLN,989.0,26,[],,
2VeHOs7JixIpTFtUhKRBYh,DJ ZHEREKHAN,506.0,4,[],,
6tBnRI3ubWYclKSbGvGtKd,Soulja Slim,305669.0,49,"['bounce', 'deep southern trap', 'dirty south rap', 'gangster rap', 'houston rap', 'new orleans rap', 'southern hip hop', 'trap']",,
2kSXdqONuui7oIahM6f6W7,Nico Casal,2054.0,28,[],,
0KZy0jHrBCjdqjFTsjvsxa,Vanya Taylor,17.0,8,[],,
5pzsYBjgMTBW6r3B69yK9X,Marina,13080.0,39,"['pop flamenco', 'rock nacional brasileiro']",,
5IOjcwSKgnRTQrEUCusm0w,Amel,191.0,4,[],,
5SAcwdVZiSSwRg0FLXJ8Dc,Carri D.,32.0,6,[],,
3fSs3rUQxFqlRgzMfyUySy,Soibam,1.0,0,[],,
4MKVLp1MAwYFqaXhe1g8dA,Aron Wright,34425.0,43,['acoustic pop'],,
2YnXpsjHhKzhrFpXoLWqAH,Adam Kaye,3.0,16,[],,
2fzhICndlL7ikUtUqSmlFq,Maax Deejay,228.0,49,['rave funk'],,
1hbSwsNZoq7DthnE2Mjog5,Dekky,6.0,0,[],,
10OhWVHbW5GVS77R9qkWWC,BEIST,7255.0,42,"['norwegian country', 'norwegian pop', 'trondersk musikk']",,
4vlqbZE04cww7E7qyLBzjZ,Baihana,297.0,5,[],,
2Erxq7DM9dYt8xwhiMSum9,Gloster,157.0,17,[],,
4gwOZvQmA7iPkCR9gApLFh,Gordo Fu,118270.0,36,"['mexican hip hop', 'rap underground mexicano']",,
78SX3cPrhlFiPPY86ZUAv0,Irma,1.0,1,[],,
1fA1ZpEBgahfOBQXBllEAf,Octpussy,0.0,1,[],,
4g9AAmiQPIjYW7hfOajyKQ,Mo A Lee,228.0,26,[],,
1bnnefaBAQzYSRMh7HqK4t,Salzburg Chamber Soloists,112.0,3,[],,
2DRPdAgzbbUKNEJO6cRajy,Ft Fateh,47.0,10,[],,
3Bd1phrOZJuCev9U0bzdtA,Ben Nicky,69458.0,52,['hard trance'],,
6Oj6UqtRSTuOp3M1ehaZ2B,Bandini,101.0,23,[],,
2qBc1EFq0QdxvTi2KHwwxY,SANDAME,70.0,28,[],,
1KW8WK6utvO6uYlK9vj7Da,Rodion Belousov,52.0,32,[],,
0YmG596FAhBHQW7Jnt4ZLZ,Los Nuevos Federales,2467.0,36,[],,
2hlfg4argq8dVFXoFijta6,Deksz James,1561.0,16,"['rap angolano', 'rap criolo', 'trap angolano']",,
0nZDcwYxCYamwbO3HMxlym,Dj Michel Tron,3.0,0,[],,
25UzUBawTt2efMKKYNE4Qy,Emma Carn,954.0,36,[],,
4lpejmClQHovlLWed0lWoZ,Jo Lawry,2052.0,13,['deep vocal jazz'],,
6uEsNSc70SYos522bnRLF4,Europäischer Kammerchor,19.0,2,[],,
4GekmpTuPXFrwHxgYx2DYX,Mc Panico,4.0,2,[],,
6EULZKSkWTRJflvyFqmyAr,Padi,185.0,16,[],,
2cwoNSkfdqcmCyrGP5nDDX,Løki,4.0,2,[],,
4OyNKFoGW88MEm5cUyqBMd,Lil Jon & Chiddy Bang,60.0,2,[],,
10W6SIbkGGVlY8yYrUxwmw,TH3 DARP,6782.0,41,['traprun'],,
1m5DUwuCbdB7vttqU5Qbs8,Maicol y Manuel,2.0,19,[],,
2ujSiDtyb1Q2dPm1VpIy6u,Olmos,17.0,2,[],,
5m3ARAnnRapnaIv4hE6Vs8,Sever,5.0,2,[],,
21wg9OKxtB2sZVuhBaEwCk,DJIZA,10208.0,22,['egyptian hip hop'],,
0GgMsqZ2pFrF9iYQhmAQGe,Boom Buzz,141.0,7,[],,
4rd6ValZvJiM2vA4LQYap5,浦田直也,23341.0,26,[],,
1o3h9A8UXmaPyz7nEXdJD4,Tolvai Reni,365.0,9,[],,
7wQqDACF8vL0qpbEFLTtSS,powerbank,0.0,0,[],,
4833T2EZeTr6Fa3JgTeZOv,Gyorgy Sandor,403.0,13,['hungarian classical piano'],,
6CtMmrX12kYA3O4kINuWjZ,Emre Altug,295971.0,45,"['deep turkish pop', 'turkish pop']",,
16Nni80EpZ7s54i3hJKvft,The Harlem Gospel Travelers,2651.0,27,[],,
6KcRTCxgUCyfq0HZQOzMJw,MC Victor JR,31.0,1,[],,
12Iu3AdsNySZnoqwXu5oj1,Margaret O'Brien,14.0,7,[],,
2q7CgPeGgJI5QlxZ2fb48Z,Jollie,10.0,0,[],,
4ZS0VDUhrotJkaxNdGDWQA,Koushani mukherjee,28.0,16,[],,
3gUMUzVl80vlv5ZEaeW91J,Waleed Aly,14.0,0,[],,
1jufUE42TJvqQPGL0pcOfW,Micha,17.0,2,[],,
0aTJeflHeyf5sieZFrgF7X,KENSEN,208.0,2,[],,
1LTbKfqqCa9Kk3bQd53MhM,Ashis Mishra,22.0,2,[],,
25wSfnznb7Drmkk2GPdQVo,A.L. Laureate,16.0,0,[],,
4oOK4lvtsr1D97VMBbefzO,Rapha,1.0,5,[],,
2rwduQFFrUPc37UDS05WZP,Chips,2441.0,32,['dansband'],,
1Rv7hH494J8J3Hm2wz0Kw3,Shapes,686.0,10,['math pop'],,
5r7TYE2HhPqC5emV9WXW9c,Joel Houston,1488.0,28,[],,
0vG28tQeh1adA0xHmdUTVQ,Belle Doron,397.0,35,[],,
0SkAn8ses6kTbMzoGPl9np,Daniel Tek,141.0,24,[],,
3G3iG3GIshqKYdSPyAAstl,OG Ron C & the ChopStars,59.0,7,[],,
2orzVXW7bkKJH3cgqv25Qw,Kölner Rundfunkchor,48.0,7,[],,
7fWMBglqNMq0a3p1ZYL9qv,Maragarita Vilcāne,0.0,0,[],,
3WPEMGzorfzxPzn0x4JvDi,Or,8.0,0,[],,
0yoEkqu1FEzOJAMZcUWz2c,Ventura,567.0,6,[],,
19OLIruxyPDk7atmtj0p6z,Stephan Clark,0.0,0,[],,
2heCM0AqKSdH6EIEMLZdTf,Дмитрий Дибров,9.0,0,[],,
5oa1Qaay6FkJzDNlgwQxde,Mayukh Velagapudi,97.0,27,[],,
0gPcgFXwHBvwCTafuOKdAa,Jean-Philip Grobler,11.0,2,[],,
4YlvKlWWHJl1TuXvrk94OW,Preto Show,36071.0,37,"['hip hop tuga', 'kizomba', 'musica angolana', 'rap angolano']",,
1I2cyCigtDfAuymQRuKLba,Jeanie,69.0,4,[],,
1uYaPOi8dGBCI683tJoqHo,BoteFF,0.0,0,[],,
4ccI4yOwtutWubdqv8gDwq,Jclef,3790.0,24,['korean r&b'],,
3ctBOiQ12fOmJmiZec3OT9,Sárközy Zoltán,2.0,4,[],,
1bWPjdGBYmok4fws4vsXIi,Tensake,2.0,4,[],,
3hSHuQhJUyuSHRYzoVgPld,Gutta Wit Da Sack,2.0,0,[],,
7zqI9qW7FHPIoYn0u5tVFq,アンドレア・モリコーネ,4.0,0,[],,
4RFCTAbuVyK0TN5H1GOn3G,GFU,24.0,1,[],,
65WoL299L1FTYcDFgSiaQb,Bunga,3.0,0,[],,
6Q2JbLa4r3ZHtrIGTmNvI2,SOČR,56.0,8,['symfonicky orchestr'],,
44JOYPmzHzT0y1ybWLfPHI,Hotel Paradisio,4.0,3,[],,
0JVUKTXdvxf1IhktrBchZP,Chad Harrison,2053.0,41,[],,
3vWeSURUOapvqx10pkAFif,Roger Blue,29.0,0,[],,
6qbESHfUOfaN0F0riJoQrd,Newbaan,48.0,10,[],,
7GXG2T6KZy9vXToLzX1SnT,Kenny Dope Gonzales,74.0,1,[],,
5eOvF1e48vc6MQ9wf1vHZj,Eff Gee,7926.0,40,[],,
7z5xTCenrUxxU0DRpruOMH,Eva Kruse,368.0,10,[],,
6re02eYzMReXO5f7RnMEEA,Reda Seha,1.0,0,[],,
2PddcIDKkv7gNjPAAbxU1s,Jussi Niemi,2.0,1,[],,
08zJKSZg43RF8jxvmDmoTb,Enidê,601.0,19,[],,
2k79HMPN6tKS5K2tH0ohut,Andrée-Anne Leclerc,135.0,19,['noel quebecois'],,
0Xd56rI4vjcKGOwfMUB5ik,Ray Kurzweil,99.0,7,[],,
42b0gwC0azy8ksoD6V1bt8,Fernándo Espinosa,0.0,1,[],,
6eL97gzqJfpPXmJ3Qpfsqr,Codigo Directo,0.0,0,[],,
