Id,name,followers,popularity,genres,chart_hits,top_chart
64YWVhAmI690BfEjgC7nzt,Jayden Felder,12.0,3,[],,
08GVZmo9ufxYYHrk1q1bfE,Marley Metal,1.0,1,[],,
2LWJi7CtfDyW9cAqqnrn2c,馬國明,2250.0,16,['hong kong tv drama'],,
4C7qs1UAC5Z50W7FgTV34G,Marco Lobo,421.0,6,[],,
42LHrkB2RxQsiGWR6wIdea,Justin Paul,308.0,3,[],,
5UJ8Lp6Z7eBDO3SscdABE5,Tadek,4.0,21,[],,
5rrGkSXbb7KbVMgVgii5pU,Dave Ford,35.0,27,[],,
32YnDBGiV20abmcxUuntCi,RD,1.0,3,[],,
5V5rUK4GpE8TZLeZz2s7YQ,Stanislav Almazov,16.0,7,[],,
2uoXi14WyMGslSarkkkZOU,BRG,102.0,14,[],,
4DqRJfAyvNZ6u26gQZJmgZ,Brianna Castro,2679.0,27,[],,
1FqxirJSxv4XAeg1lcoZvI,Ella Fitzgerald with the Jimmy Jones Trio & The Duke Ellington Orchestra,45.0,0,[],,
0haT0KHxhR9B72EJ6FWs17,Oscar Luis Argain,2.0,0,[],,
5UlUlY9hvsaCoAm5fkz7j4,cherry scom,859.0,10,[],,
76Kutk3eG3RMHDOXcf9B1b,Ruben Rodriguez,112.0,7,[],,
64QyovVX9JrZge4JsNbPw8,Meenakshi,605.0,25,[],,
450wFwmuEK6ytahAaWlhbX,UNDERHER,8958.0,33,"['canadian electronic', 'organic house']",,
0RBMgqhSwZTTJbiEK21BD0,Buffalo Soulja,14.0,1,[],,
1mGNbWmygoOBcLlmRCdajR,DJ Logout,2.0,0,[],,
0pcdTtCzLLxVscyUiTdQ1k,Alasow,67.0,22,[],,
35kfQWCBAlkkvRm7QIDlas,Mac Quayle for HQ2 Enterprises,8.0,3,[],,
5GZCzeax7qkx2cposw3lpe,Hữu Khương,0.0,3,[],,
4zO6WqG8mu49ek0ZDIptTk,The Returners,14154.0,52,"['polish alternative rap', 'polish hip hop']",,
2OtFCgbE4en8rwbFsxOFFz,Marc Antoine,7877.0,35,['francoton'],,
3UEss3fsdRMhoaJfiLDVl6,DBN,322.0,0,[],,
3D5DKmCiZ3VQRu68k87E3Q,Lala Karmela,2368.0,33,[],,
4L6peTvyjhqJnACJbrNUxe,070Phi,208.0,20,[],,
1re0NOBZGoyheVxR4tLev7,Dirty Jens,342.0,17,['swedish underground rap'],,
2vHzXwfwVDsP4iKN8SezRR,Cheb Rayan,67554.0,40,"['moroccan pop', 'rai', 'rif']",,
27ERI8hVciwqhL2mYZMaqu,Crackaveli,7333.0,31,['german underground rap'],,
6byCtKhmbXhRc667GBCU1e,LUC4S DJ,29.0,1,[],,
5pBljwfwnohfSNDXixEYHm,Mary Hopkin,30488.0,40,"['bubblegum pop', 'classic uk pop', 'merseybeat']",,
0CxbTabNgPIXq0v60mzOAZ,Dennis Nussy,10.0,7,[],,
7kZp4fE2MwiT5976j54GDk,baur karbon,1315.0,31,[],,
0eyU8FDZOOlay1MxO2ze4E,Tony Rebel,66525.0,38,"['lovers rock', 'old school dancehall', 'reggae fusion']",,
7v5hVOTXEjeW6jJZ94iKzV,Dj Fredy Fresco,541.0,30,[],,
63aDt1SZcJEUede9mzxzYl,Selena Royle,1.0,0,[],,
27wBICJSPnL4rY0v7sWsXj,Insuchavia AR15,1.0,3,[],,
1CKEXlmR5SEnIpSqDRHQCQ,Mauve,2.0,2,[],,
1qBL49tg9Qs3WkTIl4zSWF,Radio Kumbia,1362.0,27,[],,
29ZyR0K79Iw2CHNNSPXc5H,Pati Yang Group,20.0,0,[],,
0R1uqSC7HZYrDUihflYiHV,Crimson,187.0,13,[],,
179CHqJZlZwKBQhjcOeAOS,Cadence Weapon,8337.0,33,"['alberta hip hop', 'canadian hip hop', 'experimental hip hop']",,
0LWAj0wluZXjy8zQsoLkhE,Georg Völker/Stina-Britta Melander/Thomas Stewart/Orchester der Städtischen Oper Berlin/Ernst Märzendorfer,0.0,0,[],,
71AbVAfAvEElwmjnYB08MB,Samuill Kalonji,0.0,0,[],,
1txbs9MMkT4FszkaA96atm,Coko Yamasaki,131336.0,41,"['mexican hip hop', 'rap underground mexicano']",,
68ANDo7Zxo2vf5DsnNBWdm,Kaczmi (Nagły Atak Spawacza),1.0,4,[],,
18AXYRfoUkEZBrsmrF3lNy,小潘潘 (潘柚彤),26.0,8,[],,
2cjDIfkOqgLpsUkODL9K13,Gandofly,1.0,2,[],,
0dYeNrH0rjThdhoumExxyd,Eleonor Bindman,400.0,11,[],,
4rVLBFI2QUVzXq4h4jzUFj,feat. AUTTA,16.0,23,[],,
2wdxwTbtJCaMNcHE4lR7YT,DJ Rafik,308.0,16,[],,
3EmcRQZnaY9kUuJwRMI9tb,M. Shawn Crahan,56.0,1,[],,
64WqefdeZwEfh3kyT109mM,Grupo Calipso,696.0,29,[],,
5geN2OR9RjdTQKSqx5Mb9r,Dalton Diehl,358.0,26,[],,
3CsXus2UOAiwjMjbAnS7tR,DJ La Mèche,56.0,25,[],,
5H4jsQS3guOONDkEgeCUiy,Orq. de Ciro Pereira,7.0,0,[],,
6ld7EdMwnNy0x88d0PkDlY,Mason,30.0,0,[],,
5AjQkiCiByIWWXiXoilJrP,Connor Brandt,66.0,0,[],,
66WYQJ4ZIAXQ8ZDy6RjttW,Göteborgs Gosskör,353.0,23,['swedish choir'],,
6CwQfN34JdGHfo0A752Lts,David Morales,46141.0,49,"['classic house', 'deep house', 'disco house', 'diva house', 'soulful house', 'tribal house', 'vocal house']",,
6NgoS1ijjTMW4dAG12C2OZ,Nikko Jenkins,0.0,0,[],,
5k47wiicd8Eh4ie5uT00lA,Saheli Chakraborty,0.0,0,[],,
3qyS5M2cuAZ6a2t43qlrpn,Mc Digo STC,189130.0,44,"['funk carioca', 'funk consciente', 'funk mtg', 'funk ostentacao', 'funk paulista']",,
6y09dM8DdPHYCtoIDxAHT2,Jahnya,51.0,1,[],,
2F6Ocb0VsWu36Ullf4Gwjl,Cirkul,11.0,13,[],,
6OClzHCHDFOFcG7TXbIfx9,七朵花,318.0,10,['taiwan idol pop'],,
4RCJ9DBeV7yIXfGGYpegN3,Balistiq Beats,46.0,1,[],,
1y7Z43CechG6wRW27zTxJQ,FRESCO,31159.0,37,"['russian drill', 'russian hip hop']",,
1VlXPARpJC8EKloZj9T9Us,Grosses Operetten Orchester,515.0,32,[],,
1zIFGJ214yUBmSJHgoxai2,Dave Sardy,9.0,2,[],,
0bEWaXd49rz1BciAoUyU76,Proseko,666.0,30,[],,
0NPRMBlw8uEVrObyTlKG2C,Harold Jackson,27.0,1,[],,
5vHV7UQFBAZzW0gNb3TaZr,Falsalarma,122497.0,39,"['rap conciencia', 'spanish hip hop']",,
7egpYmPWaTX6xTFbZiAgmD,Saint Wilder,71.0,26,[],,
2YikpMfSRFAx5aDy6btiVr,Clarissa Mae,19.0,7,[],,
5D6x3nyf2PTefMo1UN3uRt,John Carter Cash,1627.0,17,[],,
6IjKmEX1puiQI0tYC8gave,Mc BH,115.0,0,[],,
20mjU4jzUBypymX8jyiCQg,Dahk'man,11.0,12,[],,
4L8FpIHMYlSlaJZ4h191ze,Sequera,203.0,7,[],,
02dYz6k35ULaF2sa5i8s0T,Sams,900.0,23,[],,
4SMfAgtpkiK6LQan06Krkp,Marsheaux,7.0,0,[],,
2MEYHDQEDbQoBJDlIRT9Kb,Phresh Ali,188.0,3,[],,
7ecjK2V33aQMpGCzT5PWhL,VINICIUS DE MOARES,22.0,1,[],,
3qoqlEVFVxjUmLjoEKvoLI,Nani,560.0,31,['norwegian trap'],,
1QEANF9GtDX4y4fXApJHUi,Vijaynarain,1831.0,45,['tamil pop'],,
6Qdqv5WM6z1WxWWjuuiogR,Robert Goulet,28894.0,32,"['adult standards', 'easy listening', 'lounge']",,
7GNdrA6hq7pwp0fQ4OwSb9,DoenAnti,201.0,15,[],,
1VnC23xfbtcKDDRRu6IGlu,XIII,1071.0,17,[],,
64ydm7vEEBjvH4AeC1slRM,Tim Hox,6927.0,40,"['big room', 'dutch edm']",,
4ZLGkwHdmVMYBZ8N7GZS8i,林,7.0,2,[],,
6kQEBjsSEWqmogZkeOzpgy,Maria Casandra Hauși,71.0,3,[],,
4s5ls5cqM7dUTeAJ9APLaO,Arkangel,2105.0,7,['venezuelan metal'],,
45v7Gkz19KKMt0s352n7pR,Major Office,7.0,0,[],,
4hQ6HwJgCPtkWpPEFZmaHv,Lil PJ,1760.0,31,['atl trap'],,
1iwUuIOKYjV7SKIg27v4zi,Real Boston Richey,16270.0,58,[],,
3mSK6i2fFglCG4ZspL0GnQ,HOURS,525.0,39,[],,
7wSfSAUscNKOm4b1PloAXx,Ensemble Cordes De La Mer,163.0,30,[],,
5FfATb9IvxdFpLhfi4Ur6t,Lil' Donny,3.0,2,[],,
3gWBKU82zM7uX78VTbLkO6,LIL Kee,2501.0,18,['florida rap'],,
592XleMjor8huE5Jfgks7p,Cardo,12657.0,44,['west coast trap'],,
0ePXfiVMc8gLup2N453TiB,"Rogelio Douglas, Jr.",915.0,24,[],,
53qTTHliHq2J80p4QcWKPa,Xeyyam,9.0,10,[],,
6gCCs1XMpUGa6otBfKItfV,Natalola,12.0,18,[],,
06NeAQGvzFpPzd83qjTYS7,Urbán Orsi,4.0,18,[],,
7MfUUL2EyTCm4rLuvbK72a,Darrell Cole,7197.0,31,['belgian hip hop'],,
5jhqwsWfRaETrWPWI0Rc7u,Jah Wobble,16892.0,31,"['experimental dub', 'uk dub']",,
5AN4B0ERIkeM0IPESzPshQ,Mc Fantxma,54.0,15,[],,
3UI7oEDwZ4DH8iAciZEoFw,KESHORE,22952.0,39,"['aesthetic rap', 'lo-fi rap', 'meme rap']",,
4UtiDWDY9TKnR9wqaHBLat,Sutthipong Tadpithakkul,2.0,4,[],,
4GIy6u1MoQSwTIgeBexEKY,Mbs Rolling,1480.0,29,[],,
3C6wuu8asCGd2KaEzBSAEP,Otieno Terry,937.0,33,[],,
4WbHbolEKZIhnkO2xv2Lm0,Pelé MilFlows,425429.0,57,"['pop rap brasileiro', 'trap brasileiro']",,
3rFhVqmS6XqZl4LcGLDzAu,Haywood,2462.0,38,[],,
0pkLgeB9j465x1QB2kRoy4,HAAi,31360.0,50,"['australian experimental', 'electronica', 'float house']",,
3aB8zOl1jWUcZTpXsQ4Zer,Steve Cole,50.0,7,[],,
38qTkufE9ZDmwiHyPTnev7,Kubhasheni,1.0,0,[],,
0yXnlt5jRxHG7Ewhqn33NS,Andrea Bulgaria,46.0,26,[],,
4kh6gKONPBfkCCd818b1PS,Daniel Vazquez,1843.0,34,[],,
6V2SVL9Xi3NDjPzrLW7KEx,uki grajda,48.0,3,[],,
0veZkZPeWoJQ9gt6VAXlkN,Alfonso Herrera,4158.0,67,[],,
3OiEVOrsUq12TJNcdXgtNr,BANYK,870.0,6,[],,
4CmM2vhgDYnUmcmwBfVi0R,Mo Temsamani,64780.0,39,"['moroccan pop', 'rif']",,
5LKh6CH11tVjyXpxz2NjFW,邱軍,739.0,28,[],,
2kvvZpHkDunKzqQKufMVI1,Colette,6658.0,31,['deep house'],,
1R3fJJn4lp2qqQkJPUkKGL,LJ Grant,41.0,2,[],,
0VxXFdDQ5euylOb089WriA,石璽彤,61.0,11,[],,
1JIgcZTvB6nLvFwsEOgnbI,WIL$ON,1079.0,16,[],,
2wqOlT40J9tTBJwagecwvp,Nickname,176.0,30,[],,
2Y7OHVIB5yhGOdoZyzQULF,Fezinho Patatyy,667.0,3,[],,
5m6rXQzSErwe5ogpaO1n8h,DJ Lokillo,0.0,29,[],,
6R6qO6FKKNDL8u2ZIVPAFu,VeronikaS,125.0,3,[],,
2fUc1ozGSr61xMenSMhJ2n,DJ INDIO,26.0,0,[],,
1uYZJN7TbcJtItLpaX2zZm,Vichi Mahardicha,0.0,0,[],,
2elC21mEhDp2tmT0liltGu,Ion Paladi,5984.0,32,['muzica moldoveneasca'],,
5uOhG1IBVMazk6iP2xK1fj,Pedro Peligro,140.0,35,[],,
3eH2apcLhzhnr3eWmH3VBf,Felguk,135427.0,55,"['brazilian bass', 'brazilian edm', 'complextro', 'electro house', 'melbourne bounce']",,
1ftnErQqblWeSwFbI1BTvI,Erika & Marina,3.0,2,[],,
5VsFHNLDRPQlY7O3Ox5PX2,Wild Whispers,1146.0,12,[],,
7k8z1Z8hQqKnLLMQ5Ihzjk,Steve James,247.0,1,[],,
05dD9jJsuYsWfQyeIxXhYS,Kaleh Erre D,0.0,0,[],,
4NqLrFQ5MxMqMNeijTTFSg,Bobby Tank,2307.0,8,['shiver pop'],,
6vCXaVD6s7A3a8waYGJzlz,Etervidos,1155.0,28,[],,
4g8ImNbn6Z2EbSPpLyvcBZ,Lubica Malachovska Cekovska,3.0,0,[],,
1iiAhdaSmYFM0v6V15mJQO,La Sister,212.0,4,[],,
6RzE7U0twrHonCwl6qwVvA,DGS,70.0,2,[],,
536osqBGKzeozje8BfcGsa,Allen Stone,310004.0,54,"['neo mellow', 'retro soul']",,
17zOf0DD3cPs1MhpCVwtxF,Nino Karvan,118.0,3,['musica sergipana'],,
4tnyxnjCVBlkqaefQ6fgbv,Anjali Raghav,1791.0,35,[],,
3tuimDJQdIoBCoC9PaC18s,Djeff,24.0,1,[],,
1fEtZIYBy3nOdSXeYVGndF,Biinato Júnior,27.0,10,[],,
3UIuW6kGq5SLaiFCaKqZ99,Malik Ninety Five,589.0,27,['new orleans rap'],,
5k6U0H4M8ehwgYh8T2d6We,Postmen,6276.0,28,"['dutch hip hop', 'nederreggae']",,
6zvAcdO1mxQVmao2v3uPxc,Daniel Donskoy,3238.0,41,[],,
4q3iZdjRgpNmdxozV4ysnW,Mari-Liis,398.0,21,[],,
3CrRuwT5L67JJH9RW8dRuP,İpek Önder,122.0,8,[],,
4O05R9SVQMEECXbRPI8YM9,염승재,0.0,0,[],,
3RtGlSgb8q2zNuV9CpxQU8,FernandoCovers,30.0,13,[],,
0gzDC4cPlSRva8lFg8QsMv,KangMin Lee,4.0,1,[],,
7tjLjZRzaGn90BwpbRDfEl,Arthurzinho,24.0,0,[],,
5ARkFVr0hnHBqG6sMX8a3d,عبدالعزيز الفيفي,288.0,5,[],,
6Xvn9e8x9TqgnT74uvzPBU,H. Creamer,1.0,0,[],,
5BABkYjwombNTIY9XSifMl,Vampy,166.0,7,[],,
42tAnyM8WMrwjWMPoWZZEL,Duo Synaphé,46.0,6,[],,
0BUogQECSw0CnLHTo3vASd,Willy Hofmann,101.0,21,[],,
0gLjTcjMpYRAQE4nEai039,e.via,5836.0,13,['k-pop'],,
5KOx86INvqivXUsIxAmSSC,Sandra Miller,69.0,2,[],,
1WkeZdCvlvnY6Ntl7sqzbg,Anna Sedokova,50161.0,29,"['russian dance pop', 'russian pop', 'ukrainian pop']",,
2zlkAOoKBebtCOs9jvCQlf,Sina Mirshahi,1.0,5,[],,
1VbOBDrAaZRYzdS2AoI9BC,Springles,1.0,4,[],,
3cIA01BY1KiU2Z8afTigEs,Frut,34.0,10,[],,
52OcuU5UXwsooSAa1P56um,Don Kolo,4.0,1,[],,
5PRhTlrNZtoeCOSee6sZcr,Kihiro,91.0,0,[],,
5DTHgeYBCO7z4JHI6YAwID,Victor La Voz,2.0,25,[],,
4EGvxWCNCzpApg7J1MeHaw,DJ A-Vee,98.0,7,[],,
62H6EXnv3OlRoSaMMJRz3a,Patricia Carey,96.0,13,[],,
6tPUmJeNGReEL6bCS3c2xM,Zaina,179.0,9,[],,
6PUI4Qbv3rGI7wZa7KiA4d,MD DJ,0.0,0,[],,
44PA0rCQXikgOWbfY7Fq7m,Ying Yang Twins,935276.0,62,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",,
44FADyrALXIRDgusKgWn77,Viktor Sodoma,1930.0,29,['classic czech pop'],,
2gYXdg9llcn74PRHTjWSuF,Ruby Goe,291.0,22,[],,
13wKR291adpTJBrofe2ceL,Live It,19.0,4,[],,
3Thdzj2jrPSysZhhINbWfG,Sasha,2074.0,34,[],,
6IS2KR6r60BZPOqOOEuvlK,Astrid Riska,7.0,3,[],,
2TFzB2YpqSE9sT5BCDnrSC,Sarah Anjuli,2.0,3,[],,
67mPVBY3440MJ9Y1VPcw6K,David Franks,9.0,0,[],,
1vSJGOV3RHirGnGQe9tJeY,Cam Anthony,5804.0,20,['deep talent show'],,
3yjqxf3d3aCOFrrsxIl326,Chus & Ceballos,53043.0,36,"['funky tech house', 'house', 'latin tech house', 'tech house', 'tribal house', 'vocal house']",,
3rvSuJiIP73woedHEvSA7r,.38 Special,122.0,4,[],,
0QQoEM8PaO0N5y1frRGKom,Molham,2320.0,23,[],,
2MP8WZJfOjxzEfqsIBsRnH,Dirty Dike,54976.0,42,"['uk alternative hip hop', 'uk hip hop']",,
2OxrEwDhVZodk9XEVBkA6E,Hige Driver,8045.0,46,[],,
2OAnkRGMIIaA8W1HWIhQwX,D.O.PE,0.0,4,[],,
3qyVQdfffGSvjY31AghyoN,Maxon,45.0,9,[],,
18bof4dt1gOAe3NGWRTamw,Justice Skolnik,4330.0,32,[],,
2jToqK8MU3rtt0DYrgCIXM,Oliver Coates,14731.0,29,"['fourth world', 'modern cello', 'new isolationism']",,
7DhhDi1pmVmV3wrW2nl6EB,Karizma,15.0,3,[],,
1GJ03RP8m15KzoFVsvRKSx,D'One,24482.0,48,['uk hip hop'],,
5wdG4GEsuIVUMJ12WJpdCC,Gorman,13.0,2,[],,
4ny2jX3s8drdHQJv2UMrzi,Bella,827.0,23,['dutch rap pop'],,
0qS0rxCY4YfrUx9GCTlDIW,Malaysia Vasudevan,877312.0,56,"['classic kollywood', 'filmi']",,
6t1fFxQU1MsTjxteXhBNgl,Dessy Hinds,6077.0,39,[],,
2ctAIuIxlcyGLhKzdhc0il,Busa P,2.0,4,[],,
6ZwtE0JYNv8Ij0BwOCqOli,Dimitris Zervoudakis,13495.0,30,['entehno'],,
0LYQpXDY8mPnFOvyiJGMqh,LINDA.G,2400.0,23,[],,
67WeNVAp47DnP4jYgqpsQN,Mountain of Youth,146.0,0,[],,
22GlHIF1zNZ2phm403mPlS,Ondrej Zatkuljak,2.0,4,[],,
37Foef22vzkNt95EcP1ZYh,Audrey Tapiheru,2413.0,23,[],,
1Wegd0d2JyLim7qCwXz9Iu,Julluca,292.0,3,[],,
10Rq3Te2tos6wrd84zWxml,Wouter Kellerman,5639.0,22,['afrikaans folk'],,
6swnqiL41Bd4gO2fnAXXrf,Beyond The Black,118608.0,48,"['gothic symphonic metal', 'melodic metal', 'power metal', 'slayer', 'symphonic metal']",,
2xiVuPWzSoDtVRcOQxNNGK,Jaleel Knight,3684.0,12,[],,
0eVhqF74EcgHDV2cwqEpv9,KirbLaGoop,28422.0,42,"['plugg', 'underground hip hop']",,
2DpALei3TNZgJZshDrUmsn,Yuti,29.0,2,[],,
3rJPS8fYBokXpYw1mS9wr0,Raphaella,6720.0,50,['uk alternative pop'],,
6byCVLbgOawjt1RStMyJWn,Diesel,3427.0,38,['basshall'],,
4qpWUfUAeI34HzvCORn1ze,Forhill,13016.0,41,"['chillsynth', 'spacewave']",,
2bl3xKHcKALUkeuCb3uMbS,Fill,1.0,0,[],,
693EF9BS0Pp7b3cLfb6cUU,Mindless,384.0,3,[],,
7EUIQ87EsaWZLmtZjrcOWh,Antoniano,0.0,0,[],,
6RAj8Czs5jmwbbXU7r2SmW,Fianru,49877.0,36,['rap underground argentino'],,
7hY3vjlE2QgHSPRl0rDXDw,Stefano Donaudy,96.0,10,[],,
2FI86wylqO9WxTDMd6upp0,Özgen Akçetin,10.0,0,[],,
4eQcUZQLb572hpwNlybCdN,彭家熙,16.0,0,[],,
1La1PI0sUYX4sy6UKaE1A0,the Cast of RuPaul's Drag Race season 6,100.0,13,[],,
2enKa9Yqr6PZy3xGlxQEu7,Exile,15666.0,47,['yacht rock'],,
3hmbnJ08SkmunBcsCV9kYI,Linda Teodosiu & Rameez,2.0,0,[],,
47GuCwLunbie3Jybw4zLe9,Jey Torres,77.0,15,[],,
4U6V1WhHuOsKEoCCfiuHPu,Atka,344.0,25,[],,
6biJHBWvKVkdarhuu1PZz9,HORNSLET KIRKES VOKSENKOR,2.0,0,[],,
12tbhFeyBmourLmY7SEWkS,Marc Van Wagingenin,0.0,1,[],,
4tEIGycRNWhgWft8DghC0Y,Cheyenne Latul,17.0,5,[],,
4Q3jErpouZCqj3o6f41Oji,Alandim,166.0,19,[],,
3xUdGxXE3z5cwzIae3xEZI,Robert Georgescu,1073.0,37,[],,
6BYadrfqAk5ikB6znnSbxk,Shivani Rajasekhar,0.0,2,[],,
4DfaH0u80RpQePznXz0yGS,Pinder Randhawa,153.0,17,[],,
0WJ95VwySC8v8HR504J5vR,Daphne Rubin-Vega,2851.0,50,['show tunes'],,
1qq5e02CcWNFqZMbmdrIcj,Jonas Aden,69942.0,42,"['electro house', 'pop edm']",,
3lNgHyOrPu9HjL38Bwi2Lo,El Geniuz,116.0,21,[],,
2j48VZjomFmjkioSf6fAUh,Chance,5.0,2,[],,
2gMpFimrYVUyJI5sBTj9if,Coro Polifonico Cremonese,4.0,2,['italian choir'],,
3nwWOtBYNYitG2bfHqWSXL,Abstract Media,672.0,26,[],,
6kSjbNXcS3bNyP3WSli67X,Rance Allen,14185.0,28,['gospel soul'],,
2zXAnhwdTScBvMo9WkiK32,Mc Obruxo,0.0,0,[],,
6ol9cL579DiFu0LDhRQ3G9,TYLERxCORDY,10319.0,34,['nyc pop'],,
26uMjSyTAF4BU3PKhrzJtd,Igor Oistrakh,779.0,19,['violin'],,
7GuUYiGZOzQwq4L6gAfy1T,SahBabii,585747.0,56,"['melodic rap', 'plugg', 'pluggnb', 'rap', 'trap', 'underground hip hop', 'vapor trap']",,
0hsIRbbVUOJyyT7HundtA9,Moscow On Keys,8.0,18,[],,
6qqVdAOrTEje3YqEhJN4kw,Reeve & Silverio,1.0,0,[],,
6ybr2uqN9FFpNoWO3t2Fph,Kacpi,7.0,11,[],,
3HzSmAiGSH2pVraZYq6xBO,Shabbir Khan,47.0,1,[],,
6tISJGugOJPPZNradSMI5c,Gerardo Nuñez,13.0,0,[],,
0v22jgK3AKUiSCspDIHamb,Tzachi Halevi,669.0,11,[],,
05OVRDpkoBtLlLOOsieTiu,Diggo,3002.0,32,['pagode baiano'],,
7a9GnOsFaJizxiUVLpcwcC,Angel Deradoorian,1119.0,27,[],,
1OdNNnYsNlXvq3ZKZ94x60,Eva Pilarová,6198.0,27,"['classic czech pop', 'czech folk']",,
68n337HyrbujcXKuGqHHdg,Jéssica Ruiva,2.0,5,[],,
0NRRrW3u1DBFwu7RQ7GKX2,Stash,1251.0,34,[],,
14FiAE4VJs0lb0gHiTAeTa,Bruno Cesar e Luciano,605.0,14,[],,
53PGC2bct8EgZcLrPvQgmX,DJ Jorginho,143.0,29,[],,
5qTR5nsQN0fmmDVNZFCI8D,Mr. Marcelo,4150.0,13,['new orleans rap'],,
4CkOpHmsUdT3so1LRWSbGb,Orion,145.0,6,[],,
7zrKyjlv5C1kp9eoJwG01J,Molok0,15144.0,42,['trap triste'],,
0Ldjd0Z66CJ0rChWXx0jzB,Billx,74131.0,52,"['frenchcore', 'raggatek', 'tekk', 'tekno']",,
5rIXueJu7zVE2gDZjUM6g8,Pop Will Eat Itself,32205.0,32,"['big beat', 'c86', 'grebo', 'industrial', 'industrial metal', 'industrial rock']",,
6Tt4bucXZfk6Vasj3fSaCT,Prateeksha Srivastava,1544.0,45,[],,
3vj206EFWbeNbWJCdIQxec,דייב רובין,4.0,0,[],,
2QZYh3YAFWqpJHf01j0DbN,Roni Alter,7612.0,37,['israeli singer-songwriter'],,
1dKG7J5YrHYzBjj1sIVFRW,RZZO,6.0,0,[],,
41xc05UxOoE4gWJOQ40KPA,Benjamin Weygand,11.0,37,[],,
1X0q9PceOgszjWT4Lp8wKL,Marshall Masters,4379.0,40,"['gabba', 'happy hardcore', 'hardcore techno']",,
4z5uBsnmFPLFsGa5hQvLGO,Chiky Dee Jay,32237.0,47,['cumbia 420'],,
2quOp5hIRDRwGbrPicwY4F,Almighty A,51.0,0,[],,
0PajLDK4vA1VnOVyYYO7Ae,Mucho Muchacho,15434.0,34,['rap underground espanol'],,
7KZdYCRWcFnhQvKW0bV6XH,Ingolf Karinen,56.0,2,[],,
16DMiynV8t1LuFm9XSwhOP,Johnny Pow!,1.0,2,[],,
4gv74zVkR5of93RzXoI7K8,Lubiz,0.0,7,[],,
22IIsLtNWleYuTuRQkmidd,Alex Bassjunkie,330.0,8,['deep happy hardcore'],,
6qfr4lLtEgRWlUGz23JkYT,Dalool,1626.0,24,['basshall'],,
1H9ta53xp0nEY07MWsfC6p,Mauro Ayala,45.0,2,[],,
16q2R8QICsycHPMxFer5UT,#Supa,101.0,11,[],,
11ULoLSK0Fu8Hd9Pgz7Nb9,JIA孟佳,16.0,1,[],,
6bMqcw9ekXVeX5wpiVkex8,Ensemble Venance Fortunat,441.0,6,"['medieval ensemble', 'vocal ensemble']",,
2hWESLb0QvW5dNFGPMv77f,1 Life 2 Live,37.0,2,[],,
1SFz3S9eSUTc49ysstadiO,Boo Seeka,71513.0,48,"['aussietronica', 'australian indie', 'australian pop']",,
754vhBi1hiYt8etaeKEpGl,Solo 45,6463.0,14,[],,
4F5XKHdGeH1kogpS3a5YzH,Mafalda Rosado,31.0,18,[],,
2Yhf6uMGmMPajAPMbSwuFQ,Gilad Abro,110.0,7,[],,
13lBYeVjx1h9GKSyQtWK0D,Annie Moses Band,3102.0,10,[],,
359OMnzDMCjxTAxkrqdovn,Alleyway Rats,16.0,11,[],,
6Jt9U8bJ56jqNdEKdLZ7Yw,ASTER,1095.0,21,[],,
1NgMBaKmUDlE5m0yWi5fCT,Mp 1,1.0,1,[],,
7qWjbYhJyeft8ACD8DNWOM,Gab Chee Kee of Parokya ni Edgar,595.0,9,[],,
5B8lQUJOdVOKNXAJl9ko1i,Tom Allen,102.0,5,[],,
0xkGA3aJoMb7orsYzXZsHf,Anon,447.0,27,[],,
6rIY6iKGKygyJVkSOGjhYk,Berlin Symphony Orchstra,0.0,0,[],,
2KR1xz9glJb1zKnyMp3q9t,Wesly,1.0,0,[],,
57jVZFZVWgwD1uxDmFEaLc,John Elliot,121.0,12,['deep acoustic pop'],,
0vU2vjB0JnqPkuYV7zkYtW,Flor De Cumbia,50.0,7,[],,
0Z3TBwaJRFqbHsRJg3Ug8w,Oğulcan Nihat,2979.0,38,['turkish trap pop'],,
6EgaItMnPJQ2K8QCTMJVdt,MC Vinny da TR,46.0,12,[],,
4OEoVEiQEI8vvZdsD1qAeh,Santana,425.0,4,[],,
5GQl857q8HoRJsfTQmsPgX,Nika,28.0,17,[],,
7EHGJF3uiyPVvHeplGclOt,Kirsten Fennis,24.0,2,[],,
3OtwUzOEkJDNsqFSu9ey9G,Funky Flu,2128.0,22,['rap chileno'],,
1B3QatYypBxKCnGPrflrli,George Kooymans,370.0,4,[],,
08gwzwooUMBPa51lLiD9Ub,Ilkay Sencan,29.0,1,[],,
6XCooPNQ2PpgwJaXggWFek,Helmut Koch,467.0,31,[],,
34qu9X2o3eh1ly1VgbGbuK,Eleven Fly,820.0,28,[],,
4vdAgNz4vrUZVvS0CaVvGJ,CRUCiAL STAR,66164.0,40,"['k-indie', 'k-rap', 'korean r&b']",,
3lTaAVDzKmGsmvFafGe5W6,RageMode,3957.0,30,[],,
6BO71e3i94biZXxVcMqINM,Hamza El Soghayar,25.0,0,[],,
5Pqc0ZFA20Y9zGJZ3ojUin,Charlie Haden,64469.0,47,"['contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'free jazz', 'jazz', 'jazz double bass', 'jazz fusion']",,
