,id,name,followers,popularity,genres,chart_hits,top_chart
112,25uiPmTg16RbhZWAqwLBy5,Charli XCX,2657755.0,77,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk pop']","['us (5)', 'gb (13)', 'ar (1)', 'au (7)', 'at (5)', 'be (3)', 'bo (2)', 'br (3)', 'bg (6)', 'ca (5)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (2)', 'cz (8)', 'dk (5)', 'do (2)', 'ec (1)', 'sv (3)', 'ee (8)', 'fi (9)', 'fr (4)', 'de (4)', 'gr (7)', 'gt (2)', 'hn (3)', 'hk (4)', 'hu (7)', 'is (2)', 'id (1)', 'ie (13)', 'it (3)', 'lv (8)', 'lt (9)', 'lu (2)', 'my (4)', 'mt (7)', 'mx (4)', 'nl (2)', 'nz (7)', 'ni (1)', 'no (10)', 'pa (2)', 'py (2)', 'pe (1)', 'ph (4)', 'pl (6)', 'pt (4)', 'ro (1)', 'sa (1)', 'sg (4)', 'sk (7)', 'kr (1)', 'es (1)', 'se (5)', 'ch (2)', 'tw (9)', 'th (2)', 'tr (1)', 'uy (2)', 'vn (1)']",gb
113,5itNRAG8DPcD6Yrm1rFPLv,Distrito 23,70677.0,49,[],"['br (1)', 'pt (1)']",br
114,2QjS2N6sORI7H4qbf6xitS,WC no Beat,467631.0,56,"['brazilian hip hop', 'funk carioca', 'funk ostentacao', 'trap funk']","['br (8)', 'pt (2)']",br
115,1OTd5yZApZxhjFTjETUdRa,Psych Ward,7019.0,29,['horrorcore'],,
116,2iEvnFsWxR0Syqu2JNopAd,Smash Mouth,886039.0,65,"['alternative rock', 'pop rock']","['gb (1)', 'au (1)', 'at (1)', 'br (1)', 'cz (1)', 'ee (1)', 'hu (1)', 'ie (1)', 'il (1)', 'lv (1)', 'lt (1)', 'mt (1)', 'nz (1)', 'pl (1)', 'pt (1)', 'sk (1)']",gb
117,3xXcmm9Re8N2sC15Ab5boo,Goldboy,3659.0,54,[],,
118,27pJHguCyUUPoR9YzNx6I1,Newlight$,250.0,41,[],,
119,2UHBgxDvOBaIY7hQ8CEAmW,Anneth,811190.0,51,['indonesian pop'],"['id (2)', 'my (1)']",id
120,3dmZ3wta3HIXMUPwoSwkJC,Naxion Cross,236.0,29,[],,
121,2CgysNw5B7rFNRtRjQbPZ9,Ryan Hemsworth,46520.0,47,[],['at (1)'],at
122,1kDGbuxWknIKx4FlgWxiSp,Nothing But Thieves,873271.0,65,"['alternative pop rock', 'modern alternative rock', 'modern rock', 'rock']","['bg (1)', 'lv (1)', 'lt (1)', 'nl (3)']",nl
123,3yzGegJHrOW1CndMVFoo3m,Hidra,565882.0,59,"['turkish hip hop', 'turkish trap']",['tr (14)'],tr
124,3pbi8H08p95NUZ7m6ybxUV,Static Major,6257.0,60,[],,
125,2KDK6LDA8DKphV0wwHb40D,DJ Dever,26742.0,43,['pop reggaeton'],['co (1)'],co
126,4xe6s55EDjpRpyZsrFoiWh,Haraca Kiko,97158.0,52,['dominican pop'],['do (3)'],do
127,060TqET6tyyfAQLXDyIDD8,Raf Davis,51965.0,47,"['pinoy hip hop', 'pinoy trap']",['ph (1)'],ph
128,2HdP7fpDiLWAvElYGg75gd,Hanybal,309176.0,54,"['deep german hip hop', 'german hip hop', 'german underground rap']","['at (1)', 'de (18)', 'ch (1)']",de
129,1YUQBcslZbEeShc171Z5UR,The voice of Holland,22873.0,39,"['dutch pop', 'dutch rock']",['nl (1)'],nl
130,0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,3030563.0,79,"['hip hop', 'rap', 'southern hip hop', 'trap']","['us (14)', 'gb (6)', 'au (2)', 'at (1)', 'be (2)', 'bg (13)', 'ca (13)', 'cy (5)', 'dk (2)', 'ee (3)', 'fi (1)', 'de (1)', 'gr (13)', 'hu (1)', 'is (12)', 'ie (4)', 'il (1)', 'lv (6)', 'lt (6)', 'lu (7)', 'mt (2)', 'nl (1)', 'nz (3)', 'no (5)', 'pt (3)', 'ro (13)', 'sa (1)', 'sk (4)', 'se (1)', 'ch (7)', 'ae (1)']",us
131,0SWOtgI95g7oVrP9halrmP,Bohemia,529245.0,61,"['desi hip hop', 'desi pop', 'pakistani hip hop', 'punjabi hip hop']",['in (1)'],in
132,4GLJPBj5Cdr9AgLKvLWM4n,Dragonette,92276.0,57,"['alternative dance', 'canadian electropop', 'canadian pop', 'dance rock', 'electropop', 'metropopolis', 'neo-synthpop']","['ca (1)', 'es (1)']",ca
133,5vGoWnZO65NBgiZYBmi3iW,KANGDANIEL,6.0,52,['k-pop'],"['kr (2)', 'tw (1)', 'th (2)']",kr
134,1ic0FHNGIjXZAWH6O6Reif,Ship Wrek,54077.0,57,"['bass house', 'electro house']",,
135,5hJy2vZbK50JNuVK6pvVR2,Alice Ivy,19157.0,41,"['australian electropop', 'australian indie', 'australian pop']",,
136,2MnMuRYL9qsGvWPsZGeDGQ,F.HERO,424400.0,55,"['thai hip hop', 'thai pop', 'thai trap']",['th (14)'],th
137,1FVIussEvC43HZnVOY7Zjs,Tone Damli,50933.0,35,['norwegian pop'],['no (5)'],no
138,3nYA3xQYNjMXqtaE6wXP0g,Umse,63725.0,44,"['german alternative rap', 'german boom bap', 'german jazz rap', 'german reggae']",,
139,59wfkuBoNyhDMQGCljbUbA,Diddy,1355786.0,72,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap']","['us (1)', 'pl (1)']",us
140,2XcZshqzPKm3iZcmt73R8D,Pablo Chill-E,850924.0,67,"['trap chileno', 'trap latino', 'urbano chileno', 'urbano espanol']","['cl (13)', 'mt (1)']",cl
141,2wghI3P3W8vxgsb0le3Fgk,Bottai,4542.0,38,[],,
142,1Wxx3yxd6gZsNiAF1OwLk0,Olof Dreijer,3613.0,20,"['swedish experimental', 'swedish house']",,
143,3J0BpFVUc9LeOIVeN5uNhU,Lauren Jauregui,1279004.0,58,"['pop', 'post-teen pop', 'r&b']",['br (1)'],br
144,45eNHdiiabvmbp4erw26rg,ILLENIUM,1290089.0,73,"['edm', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']","['us (2)', 'au (1)', 'lt (1)', 'mt (1)', 'no (3)']",no
145,1iLuTmIgxCEiEllDSWkeIy,Ronnie Dunn,148035.0,51,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'oklahoma country']",,
146,1GKIlPFdcewHtpDVCQ8zmJ,Brray,187241.0,76,"['reggaeton', 'reggaeton flow', 'trap latino']",['es (1)'],es
147,1uPavQX3qoqo2rIY8W6R3y,Gucci Qzi,2586.0,30,['german underground rap'],,
148,0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,4094260.0,74,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']","['us (1)', 'gb (2)', 'ar (4)', 'au (2)', 'at (3)', 'be (8)', 'bo (1)', 'br (1)', 'ca (2)', 'cl (1)', 'co (2)', 'cr (1)', 'cy (1)', 'cz (2)', 'dk (2)', 'ec (1)', 'sv (1)', 'ee (4)', 'fi (4)', 'fr (3)', 'de (4)', 'gr (3)', 'gt (1)', 'hk (2)', 'hu (2)', 'in (1)', 'ie (2)', 'il (1)', 'it (2)', 'lv (4)', 'lt (3)', 'lu (1)', 'my (2)', 'mt (2)', 'mx (3)', 'nl (20)', 'nz (1)', 'no (7)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (3)', 'pt (3)', 'ro (3)', 'sg (2)', 'sk (1)', 'es (1)', 'se (6)', 'ch (3)', 'tw (5)', 'tr (2)', 'uy (1)']",nl
149,0gusqTJKxtU1UTmNRMHZcv,Dizzee Rascal,413503.0,62,"['bassline', 'grime', 'instrumental grime']","['gb (4)', 'au (1)', 'ie (2)', 'nl (1)', 'nz (1)']",gb
150,2vaRNo2C9WlMNgKN2LJOL4,Gordon Gano,1202.0,25,[],,
151,2PGjtFV1GlVW6P5XXWpc6Y,Mosta Man,12013.0,34,['antilliaanse rap'],,
152,2R21vXR83lH98kGeO99Y66,Anuel AA,23825538.0,86,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']","['us (11)', 'ar (27)', 'at (1)', 'be (2)', 'bo (31)', 'br (1)', 'bg (2)', 'ca (1)', 'cl (81)', 'co (58)', 'cr (57)', 'cy (2)', 'cz (1)', 'dk (1)', 'do (94)', 'ec (49)', 'eg (1)', 'sv (63)', 'ee (1)', 'fi (6)', 'fr (1)', 'de (1)', 'gr (2)', 'gt (57)', 'hn (82)', 'hk (1)', 'hu (2)', 'in (2)', 'ie (1)', 'il (1)', 'it (4)', 'jp (1)', 'lv (1)', 'lt (2)', 'lu (3)', 'mt (17)', 'mx (17)', 'ma (1)', 'nl (1)', 'ni (68)', 'no (1)', 'pa (88)', 'py (54)', 'pe (40)', 'pl (1)', 'pt (4)', 'ro (2)', 'sa (1)', 'sg (1)', 'sk (1)', 'za (1)', 'es (70)', 'se (1)', 'ch (8)', 'tw (1)', 'ae (1)', 'uy (40)', 'ad (4)']",do
153,29zsVzEH33dD5QqxeL8dvy,Vini Vici,450221.0,62,['progressive uplifting trance'],,
154,2PC3QVYzOPekKLIppjFUoi,Dirtcaps,16959.0,41,['dutch house'],['nl (1)'],nl
155,26W6sq5yZeIhzfO6d8g9NJ,Yes-R,58183.0,47,"['dutch hip hop', 'dutch pop', 'dutch rap pop']",['nl (1)'],nl
156,0uZRjholJ0fVC2J9EvnYnj,Meshell Ndegeocello,167414.0,47,['neo soul'],,
157,4IVAbR2w4JJNJDDRFP3E83,6LACK,3635051.0,75,"['atl hip hop', 'hip hop', 'melodic rap', 'r&b', 'rap', 'trap']","['us (12)', 'gb (1)', 'au (2)', 'bg (9)', 'ca (13)', 'cy (2)', 'ee (1)', 'gr (2)', 'is (4)', 'ie (1)', 'lv (3)', 'lt (3)', 'lu (4)', 'nz (1)', 'no (3)', 'pt (6)', 'ro (7)', 'sk (2)', 'za (7)', 'se (1)', 'ae (1)']",ca
158,56ZZ26azsd2DweoNtobfa1,Cartiez,811.0,34,[],,
159,3VQDqjQ4wJyw8PzpGdlZpB,Colde,319488.0,56,"['chill r&b', 'korean r&b']",['kr (1)'],kr
160,7MAlFea251zaprQFjwvYaL,Aishwarya Majmudar,258244.0,52,"['desi pop', 'filmi', 'gujarati garba', 'gujarati pop', 'modern bollywood']",,
161,0a1gHP0HAqALbEyxaD5Ngn,Rascal Flatts,3304499.0,69,"['contemporary country', 'country', 'country road']","['us (1)', 'ca (1)', 'no (1)']",us
162,4KGNjRvBeqS7wDrExXVN8a,Lethal Bizzle,168762.0,45,"['grime', 'uk hip hop']","['gb (3)', 'ie (1)']",gb
163,30yozRF4B2uaL6eDBsLH96,Myra Molloy,593.0,24,[],,
164,1Ph1cqOn7flTxltVNis2l9,MRD,6705.0,47,"['dutch hip hop', 'dutch rap pop', 'dutch trap']",['nl (4)'],nl
165,1vZsTsBd4VNRtk9gKOeZRu,Lord Est,37517.0,39,"['finnish dance pop', 'finnish hip hop', 'finnish pop', 'finnish reggae']",['fi (16)'],fi
166,07cpDDD9wq7ZeURFcUPf2P,Alandy,42.0,30,[],,
167,1JPZHb1qziDJ05n0a1OvfW,NEEKA,2162.0,59,[],,
168,18VUKXPiyznwK6LEULTUco,1MILL,227650.0,50,['thai trap'],['th (2)'],th
169,4cUkGQyhLFqKHBtL58HYVp,Channel Tres,216747.0,59,['la pop'],,
170,1Qi3ydtfNfX1E8g9borEam,Mass,302.0,32,[],,
171,4EXfia20rgVLyubQiYtOIC,Jamala,74852.0,42,"['eurovision', 'tatar pop', 'ukrainian indie', 'ukrainian pop', 'ukrainian rock']","['at (1)', 'be (1)', 'bg (1)', 'ee (1)', 'fi (1)', 'gr (1)', 'hu (1)', 'is (1)', 'lv (1)', 'lt (1)', 'mt (1)', 'pl (1)', 'es (1)', 'se (1)', 'tr (1)', 'ua (1)']",at
172,548Kzl04Dw8ho16lKkBWCN,Siti Monroe,84.0,25,[],,
173,20mCdWSz6PqFQof9gFFJ1r,Alvaro,92127.0,38,"['dutch house', 'electro house', 'progressive electro house', 'sky room']","['dk (1)', 'lv (1)', 'lt (1)', 'sk (1)', 'ch (1)']",dk
174,2OTfhbxhBO1u1bAuCy6ouu,Deen Burbigo,147712.0,51,"['french hip hop', 'pop urbaine', 'rap calme', 'rap francais']",['fr (5)'],fr
175,1a3fr7NdeBT4JlGj6YlbDL,Caio Luccas,166652.0,69,['trap brasileiro'],['br (1)'],br
176,1vSN1fsvrzpbttOYGsliDr,Tori Kelly,2052997.0,67,['dance pop'],"['us (4)', 'gb (1)', 'au (3)', 'be (1)', 'bg (1)', 'ca (6)', 'cz (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'id (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (2)', 'mt (1)', 'nl (3)', 'nz (4)', 'no (2)', 'ph (2)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (1)', 'se (2)', 'ch (1)', 'tw (1)', 'tr (1)']",ca
177,0hItVPjwJLVZrFqOyIsxPf,Judy Garland,213402.0,48,"['adult standards', 'hollywood', 'lounge', 'torch song', 'vocal jazz']","['us (2)', 'gb (1)', 'be (2)', 'bg (1)', 'ca (2)', 'cy (2)', 'cz (1)', 'ee (2)', 'gr (1)', 'hu (2)', 'ie (1)', 'lv (2)', 'lt (2)', 'lu (2)', 'mt (2)', 'ro (2)', 'sk (2)', 'se (2)', 'ch (1)']",us
178,1Ts9of7VPZElwPQnqnDSfW,Lyanno,767825.0,76,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']","['ar (1)', 'bo (3)', 'cl (5)', 'co (2)', 'cr (1)', 'do (2)', 'ec (2)', 'sv (1)', 'gt (1)', 'hn (1)', 'mx (1)', 'ni (1)', 'pa (4)', 'py (5)', 'pe (3)', 'es (2)', 'uy (3)']",cl
179,2QWIScpFDNxmS6ZEMIUvgm,Julieta Venegas,1757830.0,76,"['latin alternative', 'latin pop', 'latin rock', 'rock en espanol']","['ar (3)', 'cl (1)', 'cr (1)', 'mx (3)', 'pe (2)']",ar
180,2y0XUKKpAeeGyQ5ND7dTY3,Akim,130181.0,46,['panamanian pop'],"['pa (10)', 'es (1)']",pa
181,1Xn1GTJkWC9sRBzk9A8Jms,Cranio Randagio,96332.0,41,"['italian hip hop', 'italian indie pop']",['it (1)'],it
182,4FqPRilb0Ja0TKG3RS3y4s,Steve Angello,573884.0,56,"['disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']","['us (1)', 'at (1)', 'be (1)', 'br (1)', 'ca (2)', 'dk (2)', 'fi (1)', 'de (1)', 'my (1)', 'mt (1)', 'no (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'sg (1)', 'se (3)', 'ch (1)', 'tw (1)', 'tr (1)']",se
183,0ly0DLYQGEwWTIvWwU6Jxs,Tobe Love,9008.0,33,['panamanian pop'],,
184,0tJDMMp9vT1q6zrPih0yFQ,Luis Miguel Del Amargue,214938.0,53,"['bachata', 'bachata dominicana', 'dominican pop', 'tropical']",['do (1)'],do
185,2ptKt4yP4mYRZmvi09JYyi,Timal,979883.0,66,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']","['be (6)', 'fr (65)', 'lu (1)', 'ma (2)', 'ch (6)']",fr
186,0j7v9qGcNqBafVsnfUd5Hq,MC M7,4441.0,36,['funk mtg'],,
187,1a71mkqZC54WhePSbnq7RK,Majoe,316282.0,52,"['deep german hip hop', 'german drill', 'german hip hop']","['at (5)', 'de (27)', 'gr (1)', 'ch (4)']",de
188,0nNd6AV1IAoLafDm30B4D0,Ujjaini Mukherjee,1153.0,25,['rabindra sangeet'],,
189,1mU61l2mcjEFraXZLpvVMo,Matthew Koma,101041.0,57,['pop edm'],"['us (1)', 'bo (1)', 'bg (1)', 'ca (1)', 'cz (1)', 'sv (1)', 'ee (1)', 'gr (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'it (1)', 'lv (1)', 'lt (2)', 'my (1)', 'mt (1)', 'mx (1)', 'pa (1)', 'py (1)', 'ph (1)', 'pl (2)', 'ro (1)', 'sg (1)', 'sk (1)', 'ch (1)', 'tw (1)', 'tr (1)', 'uy (1)']",lt
190,1xNmvlEiICkRlRGqlNFZ43,Axwell,1554381.0,60,"['disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'vocal house']","['fi (1)', 'se (3)']",se
191,5gWfvJdFThp4lrD0o2QMju,Narkoz,3892.0,37,[],['tr (1)'],tr
192,58FxAw8gQz34r2lewLrFZU,Nissa Sabyan,99144.0,36,['sholawat'],,
193,1eLxAzPSnsl03ajNNihddF,Jayh,83427.0,55,"['dutch hip hop', 'dutch pop', 'dutch rap pop']",['nl (22)'],nl
194,3hf4x3XTc6O8Fr0qGZDrnu,Flirtini,16258.0,29,[],['pl (1)'],pl
195,2xsBUJ327d3iC1LvL5hYrQ,YEW,89244.0,54,['thai indie rock'],['th (2)'],th
196,4ZgQDCtRqZlhLswVS6MHN4,grandson,1007614.0,67,"['modern alternative rock', 'modern rock', 'rock']","['us (1)', 'at (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'cz (1)', 'ee (1)', 'fi (1)', 'de (1)', 'hu (2)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'nl (1)', 'no (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sk (1)', 'za (1)', 'ua (1)', 'ae (1)']",hu
197,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,7034241.0,82,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']","['us (26)', 'gb (6)', 'ar (1)', 'au (6)', 'at (3)', 'be (4)', 'bo (1)', 'br (3)', 'bg (11)', 'ca (15)', 'cl (1)', 'cr (2)', 'cy (7)', 'cz (4)', 'dk (3)', 'do (3)', 'eg (2)', 'sv (2)', 'ee (6)', 'fi (6)', 'fr (3)', 'de (3)', 'gr (7)', 'hn (2)', 'hk (4)', 'hu (6)', 'is (7)', 'in (2)', 'id (2)', 'ie (6)', 'il (4)', 'it (2)', 'jp (2)', 'lv (6)', 'lt (7)', 'lu (6)', 'my (5)', 'mt (4)', 'mx (1)', 'ma (3)', 'nl (3)', 'nz (7)', 'ni (1)', 'no (5)', 'pa (3)', 'py (1)', 'pe (1)', 'ph (5)', 'pl (2)', 'pt (6)', 'ro (7)', 'ru (1)', 'sa (7)', 'sg (5)', 'sk (6)', 'za (9)', 'kr (2)', 'es (1)', 'se (3)', 'ch (4)', 'tw (4)', 'th (5)', 'tr (1)', 'ua (1)', 'ae (7)', 'uy (1)', 'vn (3)']",us
198,01RWu7yf1vE3eZvtxcRxkf,Kevin Florez,110675.0,42,['champeta'],['co (2)'],co
199,4TfiXd01xLFV0xg8PSCysH,DJ Suketu,99267.0,37,"['filmi', 'modern bollywood']",,
200,39Waq6UmqYCBEuyv8M8kjl,Charlotte Perrelli,22963.0,39,"['classic swedish pop', 'europop', 'eurovision', 'swedish pop']",['se (2)'],se
201,20BQJA9TcJiWM3AWbMY7wl,Dots Per Inch,2939.0,42,[],,
202,620yKKXiTGmnZg0MVqUGo8,RachYO,161149.0,37,"['thai pop rap', 'thai trap']",,
203,1F2erLLqRHbaFvEYHeVIHJ,Foyone,160867.0,53,"['boom bap espanol', 'rap politico', 'spanish hip hop', 'urbano espanol']",['es (1)'],es
204,2uGKgNuq7MnKksXiSO6HjB,KVSH,355389.0,64,"['brazilian edm', 'trance brasileiro']",['lt (1)'],lt
205,4eR5QF7j5niYrKuj7ryEWe,carmella costabile,30.0,21,[],,
206,11aa081aKYUzmeFm0yHdT2,S3RL,283129.0,58,"['australian dance', 'freeform hardcore', 'happy hardcore']",['no (3)'],no
207,08GTkgJXi9tedLqjbLDLCP,ObieDaz,1759.0,51,[],,
208,6pU5oz09VUYtnFTd4P1Mxn,Ranjit Bawa,4238396.0,54,"['desi pop', 'punjabi pop']",['in (1)'],in
209,09CY8fzqhZHR7rQAULoreI,Mlindo The Vocalist,432969.0,44,"['afro soul', 'south african pop']",,
210,53cQZtWDwDJwVCNZlfJ6Qk,Laidback Luke,383279.0,61,"['big room', 'dance pop', 'dutch edm', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",,
211,4ugGMtXC28CVR5hlYJy9wV,Luciana,14717.0,50,['dance pop'],,
212,3IvmgSO7gS2Vt8dMJ72woK,La Melma Music,216.0,34,[],['do (1)'],do
213,1GQ4ihUi4W36nt5ZKmtMgh,DJ Kayz,341389.0,53,"['deep rai', 'francoton', 'french hip hop', 'pop urbaine', 'rif']","['fr (8)', 'ma (2)']",fr
214,1RBzGO6Nm3uyhUSxP7EDWO,Kevin Roldan,5010647.0,68,"['latin hip hop', 'perreo', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']","['ar (7)', 'bo (5)', 'cl (14)', 'co (27)', 'cr (4)', 'do (5)', 'ec (16)', 'sv (7)', 'gt (15)', 'hn (8)', 'mt (2)', 'mx (9)', 'ni (3)', 'pa (8)', 'py (10)', 'pe (7)', 'es (14)', 'uy (9)', 'ad (1)']",co
215,4oZolC0sCwCAKqsNXfRlVS,The La Planta,154844.0,58,['cumbia pop'],"['ar (5)', 'py (1)', 'uy (23)']",uy
216,1g3dAnqp218LiNN9ng5dIh,Oscar Anton,47827.0,53,"['french indie pop', 'new french touch']",,
217,6Fz1LTRJ7RAuUf1CRSN3dU,Gabo El Chamaquito,83329.0,53,['mambo chileno'],,
218,3E6iMhi3fvbMBSwZk8aeeJ,Chris Tamayo,14835.0,33,['cubaton'],['pt (1)'],pt
219,0Byw4aFEQbFJBgL82P0LKc,GioBulla,9159.0,39,['r&b en espanol'],['lu (1)'],lu
220,2MtHuR0W2idZdF7x4wddqq,GIRIBOY,288756.0,56,"['k-rap', 'korean r&b']",['kr (4)'],kr
221,2K4WKKLOh0k8NwbzDRgIqi,PH e Michel,345950.0,49,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']","['br (1)', 'ee (1)', 'lv (1)']",br
222,1pf0MPKfKdvS8J779mS1Ay,Miky Woodz,3138375.0,71,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']","['cl (12)', 'co (2)', 'cr (1)', 'do (25)', 'sv (1)', 'gt (1)', 'hn (2)', 'mt (1)', 'ni (2)', 'pa (8)', 'py (3)', 'es (3)', 'uy (3)']",do
223,3Ptyea6E1lJgg6W64f0OQa,Yxng Le,11617.0,47,"['dutch hip hop', 'dutch pop', 'dutch rap pop']","['be (1)', 'nl (3)']",nl
224,5SpJ7wupgkKXKKpMATIhe9,Van Hegen,202.0,47,[],,
225,0L5GV6LN8SWWUWIdBbTLTZ,Shankar-Ehsaan-Loy,2792164.0,67,"['desi pop', 'filmi', 'modern bollywood']",['in (2)'],in
226,4fCRFHEQgjqakvFgQCliMp,Jacob Forever,159799.0,56,"['cubaton', 'dominican pop']","['ar (3)', 'bo (3)', 'cl (3)', 'co (2)', 'cr (1)', 'do (1)', 'ec (4)', 'sv (2)', 'gt (3)', 'hn (3)', 'mx (1)', 'ni (1)', 'pa (3)', 'py (5)', 'pe (2)', 'es (6)', 'uy (4)']",es
227,0z8HG6GVxoO29rpr4qFZHq,MC Kaioken,683.0,20,[],,
228,3IaKn0ExWTMPqa0mscUYw3,Only The Family,272267.0,62,"['chicago rap', 'rap', 'southern hip hop', 'trap']",['us (2)'],us
229,0uKyDdxjT3KId4PGNZOoN4,Kaele DJ,460.0,31,[],,
230,14UjGbBFozYYF4GrCpxK3J,lonely girl,1023.0,20,[],,
231,0ks4E3VJXDIRABtxz2IiBE,Leslie West,39097.0,30,"['blues rock', 'electric blues', 'modern blues']",,
232,2kgvaYV2tbNyOonFI3YlfH,Arc North,71626.0,56,"['covertronica', 'gaming edm', 'slap house']",,
233,6kLN4GaYwfWUe0A4cnNS6d,dEVOLVE,5694.0,32,['basshall'],,
234,3zgnrYIltMkgeejmvMCnes,IZA,3939516.0,65,"['afrofuturismo brasileiro', 'pop nacional', 'r&b brasileiro']",['br (10)'],br
235,2S3290k1UWwaUxXEacUUrB,Tagtraeumer,13163.0,30,['german pop rock'],['at (3)'],at
236,2q1LRGJHpFxovU8Tz6OgRn,Ravi Basrur,676689.0,64,['sandalwood'],['in (4)'],in
237,73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,3263041.0,70,"['belgian dance', 'belgian edm', 'big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']","['ar (1)', 'at (5)', 'be (29)', 'bo (4)', 'bg (3)', 'ca (3)', 'cl (1)', 'co (2)', 'cy (2)', 'cz (3)', 'dk (2)', 'do (2)', 'ec (4)', 'sv (2)', 'ee (6)', 'fi (6)', 'fr (1)', 'de (7)', 'gr (3)', 'gt (4)', 'hn (2)', 'hk (1)', 'hu (5)', 'in (1)', 'id (1)', 'lv (4)', 'lt (4)', 'lu (4)', 'my (1)', 'mt (4)', 'mx (2)', 'ma (1)', 'nl (6)', 'nz (1)', 'ni (2)', 'no (4)', 'pa (2)', 'py (3)', 'pe (4)', 'ph (1)', 'pl (2)', 'pt (3)', 'ro (1)', 'sg (1)', 'sk (4)', 'es (3)', 'se (5)', 'ch (3)', 'tw (2)', 'th (1)', 'uy (2)']",be
238,6ooFYQBSq3sFEipwHfw5gr,Junko Yagami,56508.0,46,"['classic city pop', 'japanese singer-songwriter']",,
239,0pOa1ha7P61nwkJRedUjVj,MIKI,3385.0,22,['j-rap'],,
240,0JEvQJxxsnNUo6LQygr4AL,Neon Jungle,96876.0,38,"['girl group', 'post-teen pop', 'uk pop']",['gb (1)'],gb
241,0bg3fNpRQgZTCAg3Bseyly,Mc Th,1215001.0,59,"['funk carioca', 'funk mtg', 'funk ostentacao']","['br (6)', 'pt (1)']",br
242,3ArPP8R2oGr81W8i4XBPpP,JO,67463.0,39,['romanian pop'],,
243,0RMsiUCTjsdGjoKyhEm8Y4,Mamta Sharma,980285.0,56,"['desi pop', 'filmi', 'modern bollywood']",['in (1)'],in
244,2jbP92oFLWqPqogflK1wlW,Skream,117224.0,48,"['classic dubstep', 'uk bass']",,
245,1LFGVkNRmXz8jIkyPjaGNL,De Hofnar,61270.0,60,"['deep tropical house', 'tropical house']",,
246,0wU7V7mwjwQlLiXJF5i7XW,Moises Marsh,449.0,23,[],,
247,1FMPHgOCUsUhtNBZMDwdhD,Milk N Cooks,6870.0,28,[],,
248,4TEnXYHvYwoMopWqxeAnTE,Admiral T,58150.0,41,"['french reggae', 'musique guadeloupe', 'rap antillais', 'zouk riddim']",['hk (1)'],hk
249,0gOwRicMmlIZsHeAMXRhFS,Mlodyskiny,22637.0,37,['polish trap'],['pl (1)'],pl
250,2XnY6NZ6rENbLMYabjkRey,Toby Romeo,8305.0,61,[],"['at (1)', 'fi (1)', 'fr (1)', 'de (1)', 'hu (1)', 'lu (1)', 'nl (1)', 'pl (1)', 'sk (1)', 'se (1)', 'ch (1)']",at
251,597XBqZtaiZC7laCNx3nVz,Yasmin Santos,2126885.0,63,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",['br (13)'],br
252,5ENS85nZShljwNgg4wFD7D,Gabry Ponte,382768.0,73,"['edm', 'eurodance', 'italo dance', 'pop dance', 'slap house', 'tropical house']","['at (1)', 'be (2)', 'cz (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'fr (2)', 'de (3)', 'hu (1)', 'is (1)', 'it (4)', 'lt (1)', 'lu (2)', 'my (1)', 'nl (3)', 'no (1)', 'sg (1)', 'sk (1)', 'za (1)', 'se (1)', 'ch (1)', 'vn (1)']",it
