,id,name,followers,popularity,genres,chart_hits,top_chart,x,y,degree
0,76M2Ekj8bG8W7X2nbx2CpF,NGHTMRE,432754.0,63,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'pop dance']",,,-18396.206889435685,4191.7278731518545,26
1,0hk4xVujcyOr6USD95wcWb,Sick Luke,190977.0,62,"['italian hip hop', 'trap italiana']","['it (17)', 'ch (1)']",it,-19073.7925931067,3288.19311986766,57
2,38jpuy3yt3QIxQ8Fn1HTeJ,Mat.Joe,32297.0,47,"['deep disco house', 'deep groove house', 'deep house', 'disco house', 'funky house', 'funky tech house', 'house']",,,-19144.313080978995,3757.4035775224256,10
3,6PvcxssrQ0QaJVaBWHD07l,Lp2loose,2224.0,28,[],,,-20019.93236773864,3156.1005359839432,13
4,2R1QrQqWuw3IjoP5dXRFjt,Marlon Roudette,87434.0,50,['uk pop'],"['us (1)', 'gb (1)', 'au (1)', 'at (2)', 'be (1)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cz (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'de (2)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'ie (1)', 'it (1)', 'lv (2)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'mx (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pa (1)', 'py (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)', 'uy (1)']",at,-19524.06046642772,3098.8025093158967,11
5,0k70gnDBLPirCltbTzoxuM,Faber,197012.0,57,"['german indie', 'liedermacher', 'swiss indie']","['at (1)', 'ch (4)']",ch,-22532.416344212765,1608.1769645348375,3
6,1bAftSH8umNcGZ0uyV7LMg,Duki,6862156.0,84,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']","['ar (76)', 'bo (15)', 'cl (26)', 'co (4)', 'cr (10)', 'do (1)', 'ec (12)', 'sv (8)', 'gt (6)', 'hn (3)', 'mt (1)', 'mx (3)', 'ni (3)', 'pa (5)', 'py (32)', 'pe (10)', 'es (24)', 'uy (68)']",ar,-13992.655471604101,3305.188008696867,121
7,21ey6s5hEcTcVKDrF5MWby,KOLIDESCOPES,7053.0,50,['vapor soul'],['lu (1)'],lu,-19097.395602278983,4320.601730153001,20
8,1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,23828027.0,79,"['desi pop', 'filmi', 'modern bollywood']","['in (24)', 'my (3)']",in,-20344.647117855,15799.262695746476,346
9,2I9SLklAOG0vdMiUUMNxRl,88GLAM,421963.0,58,"['canadian hip hop', 'canadian trap', 'melodic rap', 'rap', 'toronto rap', 'trap', 'trap soul', 'underground hip hop', 'vapor trap']","['ca (2)', 'my (1)']",ca,-19085.113820148337,3481.228309103185,13
10,1iIdweeZKCIYQ5xepyaIYz,Millennium Project,4930.0,39,['finnish dance pop'],['fi (2)'],fi,-14895.933886798519,19968.977273107437,12
11,4Cmzjffz7uLaESQIWIs9G5,Moslem,74899.0,31,['mahraganat'],['eg (1)'],eg,-22750.025263919782,-2990.9881898099807,5
12,2aaGbpl5Y2ykZsNFZM6ofw,Jill Johnson,102794.0,45,"['classic swedish pop', 'europop', 'skansk musik', 'swedish country', 'swedish pop']",['se (15)'],se,-19793.386654720667,5810.6928454969575,28
13,0OZ5IlVdYIK1Et3nW6aTO5,Hubert Wu,63374.0,41,['cantopop'],['hk (16)'],hk,-27581.38215782581,-1129.5885108645753,5
14,0zkoIIaqJT7WP0rly4rOMk,Roisto,3704.0,34,['finnish edm'],,,-18638.548559054274,3607.106054009793,9
15,0IpLJsvZHA1op1pw8GAoPu,Valesca Popozuda,732936.0,42,"['funk carioca', 'funk das antigas', 'funk pop']",['br (3)'],br,-9527.553378748853,6692.7322683397715,22
16,2oX42qP5ineK3hrhBECLmj,Andy Grammer,1089922.0,70,"['dance pop', 'neo mellow', 'pop', 'pop rap', 'pop rock']","['us (3)', 'gb (2)', 'au (3)', 'at (2)', 'be (2)', 'bo (2)', 'br (2)', 'bg (2)', 'ca (3)', 'co (2)', 'cr (2)', 'cy (2)', 'cz (2)', 'dk (3)', 'do (2)', 'ec (2)', 'sv (2)', 'ee (3)', 'fi (2)', 'de (2)', 'gr (2)', 'gt (2)', 'hn (2)', 'hk (3)', 'hu (3)', 'is (2)', 'id (2)', 'ie (3)', 'it (2)', 'lv (3)', 'lt (3)', 'lu (1)', 'my (3)', 'mt (3)', 'nl (2)', 'nz (3)', 'ni (2)', 'no (3)', 'pa (2)', 'py (2)', 'ph (2)', 'pl (2)', 'pt (2)', 'ro (1)', 'sg (3)', 'sk (3)', 'za (1)', 'es (2)', 'se (2)', 'ch (2)', 'tw (3)', 'tr (2)', 'uy (2)']",us,-18097.91826028547,4170.311708263507,15
17,5sSzCxHtgL82pYDvx2QyEU,Devi Sri Prasad,5932469.0,68,"['filmi', 'tollywood']","['in (5)', 'ae (1)']",in,-20372.216756848014,17817.643902682972,132
18,1kW6jqgrymK0l58M3OqVMz,Geva Alon,33509.0,33,['israeli rock'],['il (1)'],il,-15712.413870427206,4246.870579336462,2
19,4I7D65YMlr6ZxVEGPb7q2K,Johannes Oerding,572231.0,56,"['german pop', 'german pop rock']",['de (1)'],de,-21263.011308189692,3858.5782029551992,21
20,2cPqdH7XMvwaBJEVjheH8g,Jay Wheeler,2772959.0,79,"['reggaeton', 'trap latino']","['ar (3)', 'bo (6)', 'cl (19)', 'co (6)', 'cr (5)', 'do (10)', 'ec (5)', 'sv (5)', 'gt (6)', 'hn (5)', 'mx (2)', 'ni (3)', 'pa (8)', 'py (5)', 'pe (4)', 'pt (1)', 'es (4)', 'ch (1)', 'uy (4)', 'ad (2)']",cl,-14979.240318434342,3616.58762504247,84
21,0t6A5IoqSxQzxmMoDkS9Cv,Hemso,73273.0,48,"['german hip hop', 'german underground rap']","['at (1)', 'de (4)', 'ch (1)']",de,-22083.448994383107,2686.933971538514,18
22,3tZdknQnzsVIIdaGCTj4RX,Quimico Ultra Mega,240199.0,58,"['dembow', 'dominican pop', 'rap dominicano', 'trap dominicano', 'trap latino']","['do (6)', 'pe (1)']",do,-14082.201904614407,3495.59192061066,171
23,0hprEC0nsWuQPSHag1O2Vi,Gareth Emery,286740.0,58,"['edm', 'pop dance', 'progressive electro house', 'progressive house', 'trance', 'uplifting trance']",,,-19056.712518087006,3925.125121257102,14
24,0WZOmdnCln6FK6GM9e2tGm,Redimi2,1870745.0,63,"['latin christian', 'latin worship', 'rap conciencia', 'rap cristiano']","['do (1)', 'gt (5)']",gt,-12014.771086466655,1274.5735738831527,83
25,1B0Rp4SWGnFgGCPU5Pju6E,Nego do Borel,2576359.0,55,"['funk carioca', 'funk das antigas', 'funk pop']","['br (7)', 'py (1)', 'pt (2)']",br,-9844.584559342293,6434.5734744705605,27
26,4Y7tXHSEejGu1vQ9bwDdXW,Fatboy Slim,1053950.0,62,['big beat'],['nl (1)'],nl,-19198.67621738844,4262.383839899182,118
27,3tzacGOmngxUV8W8lU9h3Q,La Delio Valdez,195859.0,60,['cumbia'],['ar (1)'],ar,-13032.28746260631,2359.4596203708734,17
28,0okpgBQamDqOZazBeH0J3I,Unknown Brain,291767.0,60,['bass trap'],['sa (1)'],sa,-19499.30487371503,3666.8239024646437,48
29,4IKVDbCSBTxBeAsMKjAuTs,Armaan Malik,5.0,72,"['desi pop', 'filmi', 'modern bollywood']",['in (14)'],in,-20361.484064511435,15587.027297064204,86
30,00sAT5YX8W3xNd1EuqyHw9,Dada Life,416967.0,52,"['big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",['se (2)'],se,-18556.79140578513,4768.243927916103,54
31,1IsvL603uF5ieIXYApKcnr,Amjad Ali Khan,279193.0,29,"['hindustani classical', 'hindustani instrumental', 'indian classical', 'sarod']",,,-19831.426696227656,16660.880120435595,1
32,2sfSQ1BOzaFQa3LZj6OGwD,josh pan,33996.0,51,"['future bass', 'vapor twitch']",,,-19834.059897253723,4064.477070155891,8
33,2hKfWlZLozDVOkReXCYJXq,Mc DB,79505.0,54,"['funk bh', 'funk carioca', 'funk mtg']",,,-5295.09362511613,8196.207943189012,9
34,2M9nsWRUhhvYvfZmOYgTwZ,Renato S,1081.0,25,[],"['lv (1)', 'th (1)']",lv,-19279.93694268086,4210.642508027111,15
35,0b2GL7Y02vu50qieoQmw1w,IAmChino,82553.0,57,"['cubaton', 'reggaeton']","['ar (1)', 'bo (1)', 'cl (1)', 'co (1)', 'cr (1)', 'do (1)', 'ec (1)', 'sv (1)', 'gt (1)', 'hn (1)', 'mt (1)', 'mx (1)', 'ni (1)', 'pa (1)', 'py (1)', 'pe (1)', 'es (1)', 'uy (1)']",ar,-16037.391282357985,3909.171475903578,47
36,3bvfu2KAve4lPHrhEFDZna,Lola Indigo,803644.0,69,"['latin pop', 'spanish pop']","['ar (2)', 'bo (1)', 'cl (2)', 'cr (1)', 'ec (1)', 'sv (1)', 'pa (1)', 'py (1)', 'pe (1)', 'es (26)', 'uy (2)', 'ad (2)']",es,-15275.820375211884,3518.9322853123267,38
37,4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,2423459.0,78,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (12)', 'gb (3)', 'au (4)', 'at (2)', 'be (4)', 'bg (15)', 'ca (9)', 'cr (1)', 'cy (5)', 'cz (1)', 'dk (4)', 'do (2)', 'ee (4)', 'fi (1)', 'fr (1)', 'de (2)', 'gr (6)', 'hk (1)', 'hu (4)', 'is (4)', 'id (1)', 'ie (4)', 'il (3)', 'it (1)', 'jp (1)', 'lv (4)', 'lt (4)', 'lu (6)', 'my (1)', 'mt (4)', 'ma (1)', 'nl (1)', 'nz (4)', 'no (3)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (3)', 'ro (7)', 'sg (1)', 'sk (4)', 'za (2)', 'se (1)', 'ch (5)', 'tw (1)', 'th (1)', 'tr (1)']",bg,-17860.01480406155,4398.482025357071,96
38,3mXI2gpwWnNO9qbQG3n3EP,Lila Downs,380432.0,58,"['latin alternative', 'musica indigena latinoamericana', 'nuevo folklore mexicano', 'oaxaca indie', 'trova']",,,-15458.208482930082,3720.158800510115,11
39,0l59CBSPDfKBXlyHya0pew,Gregor Salto,34789.0,51,"['electro house', 'latin house']",,,-17875.02027962837,4173.29113461697,31
40,0OmIOUU8SceGFVrqrEm70j,Giovanny Ayala,70908.0,54,"['corrido', 'musica mexicana', 'nueva musica mexicana', 'sierreno']","['gt (1)', 'mx (1)']",gt,-12661.13862113615,142.3330590078624,11
41,0o3IFcCxiWfIb3kfnHkhPN,HENSY,111733.0,44,"['russian dance', 'russian hip hop', 'russian pop']","['ee (1)', 'lv (1)', 'ru (3)', 'ua (1)']",ru,-23596.33671990683,1645.62532076214,7
42,4yYYCSCDUTypErQMZv5iSg,Ray Vaughn,35727.0,49,[],,,-19211.894017372033,2165.3143455690524,1
43,2QQcLziAzX1VdysI6Mvsl0,Moewgli,5781.0,45,"['swedish gangsta rap', 'swedish hip hop', 'swedish trap pop']",,,-18333.650389773855,3089.5433225006504,6
44,0koPE9U3b5XYArKa7R2TLm,OFB,246132.0,55,"['uk drill', 'uk hip hop']",['gb (2)'],gb,-19769.149225128203,4122.5637956390765,29
45,2CmaKO2zEGJ1NWpS1yfVGz,Falling In Reverse,2175330.0,70,"['metalcore', 'modern rock', 'rap metal']",,,-18584.4576305873,5150.654999054835,1
46,1yNOfXGQNGjAynk77wv85x,John Lee Hooker,765572.0,57,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",,,-19047.98333420951,5139.759253841294,6
47,0VRj0yCOv2FXJNP47XQnx5,Quavo,5898377.0,79,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (13)', 'gb (2)', 'au (2)', 'at (1)', 'be (1)', 'bg (18)', 'ca (11)', 'cy (2)', 'cz (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (8)', 'hk (1)', 'hu (1)', 'is (5)', 'ie (2)', 'il (2)', 'lv (2)', 'lt (2)', 'lu (7)', 'mt (1)', 'nl (1)', 'nz (2)', 'no (2)', 'pl (1)', 'pt (2)', 'ro (11)', 'sk (1)', 'za (1)', 'se (1)', 'ch (6)', 'tw (1)']",bg,-17983.152410428127,4020.2892121496675,107
48,25wMXkplvEHJpJHX8A6Ved,lIlBOI,47552.0,53,['k-rap'],['kr (5)'],kr,-22278.020325150446,3585.52117147003,25
49,1boMFBiRXiba4RCcPs5DMm,MC Theuzyn,57407.0,52,['funk mtg'],,,-5642.335844712991,8310.645886092878,23
50,00TKPo9MxwZ0j4ooveIxWZ,Loote,192676.0,61,"['alt z', 'australian pop', 'dance pop', 'electropop', 'indie poptimism', 'nyc pop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house', 'uk pop']","['us (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'cz (1)', 'ee (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'id (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (2)', 'mt (1)', 'pl (1)', 'pt (1)', 'sg (2)', 'sk (1)', 'ch (1)', 'th (1)', 'vn (1)']",my,-19220.23979499648,4059.1554282327124,36
51,0KA4BF3xL0wSVEY5ovpEru,Liiljay,6235.0,38,[],,,-13060.933062231305,3781.758559210271,2
52,2A3rmRL2kja5NoroAGdZPb,STEIN27,128805.0,52,"['czech hip hop', 'czsk hip hop']","['cz (30)', 'sk (8)']",cz,-28530.95393471329,331.0393884598281,13
53,2oCQSda6vA1t27B5RWXYwb,Juno,3787.0,43,"['romanian pop', 'romanian trap']",['ro (2)'],ro,-22128.06550556715,6408.270865595487,26
54,3meJIgRw7YleJrmbpbJK6S,Die drei ???,798566.0,85,['hoerspiel'],['de (3)'],de,-27923.099897044078,181.66608934799007,23
55,4WJ7gbdxGaECzko0WIUaV8,Chris O'neill,155.0,31,[],,,-13474.460324537871,2207.9748431665835,1
56,1ZwuShKjJItDJez0aDCsxN,SHELLS,9108.0,55,['uk pop'],,,-18500.021708325952,3888.8927395152905,6
57,5ISjkNS17JpCwiFtW80lpV,Seeed,767309.0,61,"['german pop', 'german reggae']","['at (5)', 'de (7)', 'lu (3)']",de,-19612.526356383987,3262.242756588605,18
58,0oOet2f43PA68X5RxKobEy,Shreya Ghoshal,13690681.0,79,"['desi pop', 'filmi', 'modern bollywood']",['in (6)'],in,-20348.386671692748,17444.126635276734,153
59,4hV3aU0WKvFaiX5ugXP5hp,MC MN,32119.0,46,"['funk carioca', 'funk mtg']",['br (1)'],br,-4774.305803896662,8704.97795137175,239
60,1Irjtuam0m1mMHcvk5G5sD,Fatbelly,6394.0,34,['kazakh hip hop'],,,-23305.509988148133,1875.0175455522772,3
61,4NYQDJaodzdKo2HlZPirZe,LIL GLOCK 420,9426.0,49,['viral rap'],,,-24863.05660115427,1676.090033728276,1
62,0ZOwmYD7AAgJd3b6jcyik8,Vitya AK,35460.0,41,"['russian gangster rap', 'russian hip hop']","['ru (1)', 'ua (1)']",ru,-23602.28700698824,2128.35778705165,12
63,4TKTii6gnOnUXQHyuo9JaD,Sheryl Crow,945961.0,66,"['lilith', 'mellow gold', 'neo mellow', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'singer-songwriter']",['nl (1)'],nl,-18788.526733538703,5101.72381098895,47
64,2FgHPfRprDaylrSRVf1UlN,Thaman S,4639266.0,66,"['filmi', 'tamil pop']",['in (6)'],in,-20753.737537213412,19305.972343850073,159
65,2feslzBLWgoLAT5PfH2V9q,PIND,8111.0,42,['danish pop'],['dk (4)'],dk,-18803.931215576347,3665.463584554415,3
66,3nqQeOUvDPTu4vtYtPfBjX,Irfane,3908.0,53,[],,,-20315.350036769698,4047.6019845189367,4
67,3ef2an5giEP6Hc60lKEVEy,Wang,30381.0,50,['greek drill'],['gr (12)'],gr,-22197.06490518775,15439.159822779933,19
68,6lPJV4RlngIEnb6OzcwMDL,Elena Temnikova,102755.0,40,"['europop', 'russian dance', 'russian dance pop', 'russian pop']",,,-20750.853223046877,3519.432338704712,3
69,5pUo3fmmHT8bhCyHE52hA6,Liam Payne,9765888.0,65,"['dance pop', 'pop', 'post-teen pop', 'uk pop']","['us (5)', 'gb (6)', 'ar (3)', 'au (7)', 'at (7)', 'be (6)', 'bo (3)', 'br (3)', 'bg (5)', 'ca (6)', 'cl (2)', 'co (3)', 'cr (3)', 'cy (7)', 'cz (4)', 'dk (5)', 'do (3)', 'ec (3)', 'sv (3)', 'ee (7)', 'fi (5)', 'fr (3)', 'de (6)', 'gr (5)', 'gt (3)', 'hn (3)', 'hk (5)', 'hu (8)', 'is (3)', 'in (1)', 'id (4)', 'ie (6)', 'il (3)', 'it (3)', 'jp (4)', 'lv (6)', 'lt (8)', 'lu (7)', 'my (5)', 'mt (7)', 'mx (3)', 'nl (5)', 'nz (5)', 'ni (3)', 'no (6)', 'pa (3)', 'py (3)', 'pe (2)', 'ph (4)', 'pl (5)', 'pt (4)', 'ro (5)', 'sg (5)', 'sk (7)', 'es (3)', 'se (5)', 'ch (6)', 'tw (6)', 'th (4)', 'tr (3)', 'ae (1)', 'uy (3)', 'vn (2)']",hu,-18101.33203029259,4397.603735878657,33
70,0iBZjEZBg8GsjaBq3lTAvC,Drago200,55091.0,54,"['reggaeton flow', 'trap latino', 'urbano chileno']",['cl (4)'],cl,-11319.128280037747,2025.17015210997,36
71,0SmrKFDmVGR8JXzU926kua,4F Music,251.0,25,[],,,-11062.285962202006,4842.355341462698,6
72,1vo8zHmO1KzkuU9Xxh6J7W,MOTi,252470.0,65,"['dance pop', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive house', 'tropical house']","['fi (1)', 'lu (1)', 'nl (1)', 'no (1)']",fi,-19027.858786557354,4150.336377718104,215
73,3NKKngINK1tP6BFy0WOyWk,Max Styler,18143.0,46,"['brostep', 'deep groove house', 'electro house', 'house', 'pop edm']",['se (1)'],se,-18726.028433440133,3759.7562797594856,64
74,0zg4soTKKYncxkL8w50WtW,neutral.,1879.0,29,[],,,-19369.516636322118,3572.271338221542,2
75,55Aa2cqylxrFIXC767Z865,Lil Wayne,12587804.0,85,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']","['us (41)', 'gb (10)', 'ar (1)', 'au (9)', 'at (5)', 'be (8)', 'bo (1)', 'br (1)', 'bg (14)', 'ca (31)', 'cl (1)', 'co (1)', 'cr (3)', 'cy (9)', 'cz (4)', 'dk (8)', 'do (3)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (8)', 'fi (6)', 'fr (5)', 'de (5)', 'gr (11)', 'gt (1)', 'hn (2)', 'hk (5)', 'hu (5)', 'is (13)', 'id (1)', 'ie (9)', 'il (7)', 'it (3)', 'jp (1)', 'lv (9)', 'lt (8)', 'lu (9)', 'my (5)', 'mt (6)', 'mx (2)', 'ma (1)', 'nl (8)', 'nz (9)', 'ni (1)', 'no (9)', 'pa (3)', 'py (1)', 'pe (1)', 'ph (3)', 'pl (3)', 'pt (7)', 'ro (13)', 'sa (1)', 'sg (5)', 'sk (9)', 'za (1)', 'es (1)', 'se (6)', 'ch (8)', 'tw (3)', 'th (2)', 'tr (2)', 'ae (2)', 'uy (1)', 'vn (1)']",us,-18409.517568850006,4313.854992985246,242
76,4uq3HY9rto71MxVGVCZm8G,Architechs,6572.0,44,"['speed garage', 'uk garage']",,,-17858.69897184024,3202.382604093807,1
77,2WoVwexZuODvclzULjPQtm,Sampha,572949.0,64,['indie soul'],['gb (1)'],gb,-19108.70522449949,3871.490776865288,13
78,15jrieCvf3EklAScnD9kKl,Sak Noel,132841.0,55,['electro house'],"['ar (1)', 'be (1)', 'bo (1)', 'cl (1)', 'cr (1)', 'ec (1)', 'fi (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'mx (1)', 'ma (1)', 'nl (1)', 'ni (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (2)', 'sg (1)', 'se (1)', 'tr (1)', 'uy (1)']",ph,-17282.439439539063,5044.712265239993,108
79,6C0KWmCdqrLU2LzzWBPbOy,Headhunterz,466729.0,60,"['classic hardstyle', 'euphoric hardstyle', 'melbourne bounce international', 'rawstyle']",['nl (1)'],nl,-19381.829034144197,4118.990460968474,60
80,1c22GXH30ijlOfXhfLz9Df,Elvis Crespo,855289.0,64,"['latin pop', 'tropical']","['gt (1)', 'hn (1)', 'ni (1)']",gt,-15404.080589492338,3560.327410800301,51
81,4z19QMyPVRwbd4Fs2LisBa,Darkiel,1057752.0,64,"['reggaeton', 'reggaeton flow', 'trap latino']",['cl (2)'],cl,-14185.123197061957,3275.187726469054,80
82,2kCcBybjl3SAtIcwdWpUe3,Lil Peep,8967975.0,82,"['emo rap', 'lgbtq+ hip hop']","['us (14)', 'gb (10)', 'ar (1)', 'au (5)', 'at (11)', 'be (2)', 'bo (1)', 'br (1)', 'bg (16)', 'ca (10)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (8)', 'cz (27)', 'dk (6)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (29)', 'fi (15)', 'fr (2)', 'de (10)', 'gr (11)', 'gt (1)', 'hn (1)', 'hk (2)', 'hu (16)', 'is (13)', 'id (1)', 'ie (7)', 'il (1)', 'it (1)', 'jp (1)', 'lv (31)', 'lt (22)', 'lu (10)', 'my (1)', 'mt (11)', 'mx (1)', 'nl (1)', 'nz (6)', 'ni (1)', 'no (9)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (21)', 'pt (4)', 'ro (14)', 'ru (4)', 'sg (2)', 'sk (30)', 'es (1)', 'se (10)', 'ch (7)', 'tw (2)', 'th (1)', 'tr (1)', 'ua (5)', 'uy (1)', 'vn (1)']",lv,-19772.15232910542,3266.397639510894,23
83,1owCC0eLSdPUND3qAAFEmv,Kokiri,12611.0,36,"['deep groove house', 'house']",,,-19167.868883387364,3961.2966214984913,24
84,0pcoadNMmvrUyab1RxWBoV,MC Hariel,3458372.0,74,"['funk carioca', 'funk consciente', 'funk paulista']","['br (6)', 'pt (2)']",br,-8976.984403344628,7135.915994776326,96
85,1c61yiH4iYE7cHtjAYSUu3,Banky W.,151596.0,39,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'nigerian pop']",,,-18205.82053940843,3473.213194609189,3
86,0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,11123144.0,78,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']","['us (11)', 'gb (14)', 'ar (3)', 'au (8)', 'at (11)', 'be (10)', 'bo (4)', 'br (11)', 'bg (9)', 'ca (10)', 'cl (3)', 'co (4)', 'cr (4)', 'cy (6)', 'cz (12)', 'dk (8)', 'do (4)', 'ec (4)', 'eg (2)', 'sv (4)', 'ee (13)', 'fi (17)', 'fr (4)', 'de (11)', 'gr (10)', 'gt (4)', 'hn (4)', 'hk (13)', 'hu (12)', 'is (8)', 'in (5)', 'id (6)', 'ie (12)', 'il (3)', 'it (8)', 'jp (2)', 'lv (11)', 'lt (11)', 'lu (7)', 'my (13)', 'mt (9)', 'mx (4)', 'ma (1)', 'nl (8)', 'nz (12)', 'ni (4)', 'no (17)', 'pa (4)', 'py (4)', 'pe (4)', 'ph (9)', 'pl (11)', 'pt (12)', 'ro (3)', 'sa (1)', 'sg (12)', 'sk (12)', 'za (3)', 'es (5)', 'se (11)', 'ch (13)', 'tw (16)', 'th (4)', 'tr (5)', 'ae (3)', 'uy (3)', 'vn (6)', 'ad (1)']",fi,-18796.583752020284,4349.888206244757,85
87,0Twk7swVpScH341g40BIbO,SAya,14730.0,37,['korean ost'],,,-22670.78506338064,7137.537074152744,1
88,3DnNQH13SfSOjZDsVEa0ht,Liu,228339.0,58,['brazilian edm'],['br (1)'],br,-15386.480255690889,5073.681294103464,51
89,4MswQnojZK1oRaxNsACqjv,Wookie,16665.0,39,"['uk funky', 'uk garage']",,,-19014.877073667143,4062.1936922801056,19
90,1sLYZv95ZXwVfyGHan5w45,Jaykae,195325.0,56,"['birmingham grime', 'birmingham hip hop', 'grime', 'uk hip hop']",['gb (1)'],gb,-19103.447279422024,3422.815734870811,50
91,2rUOBAmeKcpfmd83cIj5Au,Dj Batata,25119.0,49,"['funk carioca', 'funk das antigas', 'funk mtg', 'funk ostentacao']","['bo (1)', 'py (1)']",bo,-7664.060292477115,7458.27876160545,85
92,02uYdhMhCgdB49hZlYRm9o,Eagles Of Death Metal,494320.0,54,"['alternative rock', 'blues rock', 'garage rock', 'garage rock revival', 'modern blues rock', 'modern rock', 'palm desert scene', 'rock']","['be (1)', 'pt (1)']",be,-19858.02738666725,2872.301037444571,5
93,002eDhqXlxtQHdaIKXyf3H,Blaklez,40657.0,27,"['kasi rap', 'south african hip hop']",,,-15544.780183067507,-1128.8911837759272,4
94,0LhHRmSd1EYM5QdNeNnCoQ,Darude,157635.0,58,"['eurodance', 'europop', 'finnish edm', 'trance']",['fi (5)'],fi,-19662.97366034034,3141.695955765487,19
95,0JnDkp29FlLpGwsnub400t,Kamufle,150510.0,44,"['turkish hip hop', 'turkish trap pop']",['tr (4)'],tr,-21319.255940976447,813.4326995292929,39
96,35vsCsMdgbOroCgADBadfR,Marika,20059.0,33,"['polish alternative', 'polish reggae']",['pl (1)'],pl,-23524.822952638282,54.81854388320198,17
97,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,65590075.0,90,"['canadian pop', 'pop']","['us (58)', 'gb (51)', 'ar (29)', 'au (54)', 'at (44)', 'be (46)', 'bo (23)', 'br (32)', 'bg (40)', 'ca (62)', 'cl (25)', 'co (25)', 'cr (27)', 'cy (31)', 'cz (39)', 'dk (66)', 'do (32)', 'ec (26)', 'eg (11)', 'sv (27)', 'ee (42)', 'fi (46)', 'fr (27)', 'de (42)', 'gr (34)', 'gt (28)', 'hn (29)', 'hk (50)', 'hu (41)', 'is (64)', 'in (17)', 'id (24)', 'ie (45)', 'il (14)', 'it (33)', 'jp (17)', 'lv (33)', 'lt (38)', 'lu (45)', 'my (55)', 'mt (28)', 'mx (26)', 'ma (17)', 'nl (56)', 'nz (53)', 'ni (23)', 'no (57)', 'pa (39)', 'py (27)', 'pe (21)', 'ph (39)', 'pl (34)', 'pt (44)', 'ro (14)', 'ru (3)', 'sa (12)', 'sg (51)', 'sk (53)', 'za (29)', 'kr (27)', 'es (26)', 'se (48)', 'ch (53)', 'tw (43)', 'th (19)', 'tr (20)', 'ua (8)', 'ae (27)', 'uy (30)', 'vn (21)', 'ad (4)']",dk,-17296.44394515176,4451.616672363725,106
98,0ExOaVFeqJBe9niEG4HZAX,Schuster,25591.0,41,"['pop chileno', 'reggaeton chileno']",['cl (3)'],cl,-12201.289635439694,2477.4130336200055,9
99,1XGTgBBrLnDeKsrr354Nza,Shimmi,109.0,39,[],,,-28508.22791519673,511.71664856780023,2
100,1GAymyGBvB4gQy5Z5LZ1Wj,Lalo Ebratt,1798088.0,66,"['colombian hip hop', 'dominican pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']","['ar (2)', 'bo (4)', 'cl (3)', 'co (7)', 'cr (3)', 'do (3)', 'ec (4)', 'sv (3)', 'gt (4)', 'hn (3)', 'mt (1)', 'mx (2)', 'ni (3)', 'pa (4)', 'py (4)', 'pe (4)', 'es (4)', 'uy (3)']",co,-14575.839639318241,3964.721995298994,64
