,id,name,followers,popularity,genres,chart_hits,top_chart,x,y,degree
36103,7qORCGgutS0QON7vez8C4N,Cadillac,9066.0,47,[],,,1868.4331528318191,14253.02123504237,1
36104,4lph4e07jjlKkioG1bQx95,Meyhem Lauren,52077.0,48,"['alternative hip hop', 'boom bap', 'queens hip hop', 'underground hip hop']",,,-18905.906217489064,3080.4966796911685,4
36105,0Yozms4JXzD67amL5nv3eV,Laville,3054.0,30,['uk contemporary r&b'],,,-18840.057004891707,4214.698108787781,1
36106,203iZ5SoM2K2vMnlqwJTnt,Flavia Laos,10417.0,33,['pop peruano'],,,-10645.628957609779,-331.2206913650141,1
36107,1tJ9Zlpe4xDUsEJJ8Dvbz5,Vita,16.0,26,[],,,-15127.318357689086,19978.426178421567,1
36108,3DTFr5hfJBjyxnTeU4l7ka,Bouncer,4015.0,28,['uk hip hop'],,,-20154.9338835029,4109.203843524592,1
36109,6sjpYOCYKYiurpvJk0oNEp,Dismantle,1928.0,26,[],,,-18318.889392227276,4310.048797547546,7
36110,48rjflcU6jVpoWkw08eIMR,MC Bogy,27751.0,35,"['german underground rap', 'psychokore']",,,-22222.229673124755,2209.1896129384027,6
36111,0XBTE6PRvo41LSvLffWItA,SAGARA,156.0,36,[],,,-25046.64827976917,2610.3461677686305,2
36112,4mZ4qW2RrJS1nmHvltMvJ2,Bonka,222701.0,42,"['colombian pop', 'pop reggaeton']",,,-15742.465845767369,4055.6203021119527,3
36113,2qPvJviDwokwrQtNzR1Udv,Elekfantz,50594.0,38,['brazilian edm'],,,-14589.890277786422,5038.261924896742,2
36114,1Rle6CpNbJy2S3nJVTjpNU,Sascha Kloeber,1181.0,30,['frankfurt electronic'],,,-19690.828290222336,1460.2096871158224,1
36115,3zw2PGpf4w7YefHvDAdcyS,Alberto Ciccarini,2000.0,42,[],['no (1)'],no,-18092.290469876803,3777.275915976692,3
36116,1Ysz8yMgr4g1Ol3l1m3yOt,Anz,13943.0,38,['experimental club'],,,-18187.888589498667,2271.7089917570006,1
36117,1FV3sKugQJFGWgWpMIA2Fy,Cincinnati Pops Orchestra,3817.0,36,"['american orchestra', 'pops orchestra']",,,-20858.632377261125,7688.841923296965,3
36118,2tt7weNE75ITTS9gLyAmt4,DJ Liendro,60903.0,38,[],,,-13389.15409688191,1600.5955860932495,2
36119,08M6tIv9n50XyVLtABiZG5,Sternschnuppe,9021.0,40,"['kindermusik', 'sleep']",,,-27044.245056564763,14953.521067485492,1
36120,6XVxGOzn7c2rLi1GpXxm5v,Eugen Jochum,2909.0,36,['orchestral performance'],,,-24686.163712330923,13853.245289415045,2
36121,57nKUM3tNdlefCmF8AdWsD,Al Bandit,214.0,21,[],,,-21564.086221371377,3398.990877474775,4
36122,5eitAUlYmlha3LLWg7aBn5,Kelly Lee Owens,102510.0,44,"['art pop', 'chamber psych', 'electra', 'electronica', 'escape room', 'experimental pop', 'microhouse', 'spectra']",,,-20067.83228137526,3757.5566745657306,5
36123,5MaQlvNGOaTj39apHsXVq1,Claud,99652.0,52,"['bedroom pop', 'indie pop']",,,-3258.5569165203165,-10324.737216784064,1
36124,34mQpvCjyifYcrScoIlcmW,Vilma Flood,1223.0,30,['swedish americana'],,,-19720.728860965584,2407.5919476820613,1
36125,6EtB4NuwPezzxaGqHHU7C2,Diana Haddad,36844.0,30,"['arab pop', 'lebanese pop']",['sa (1)'],sa,-20704.926090344652,2812.2494745958584,5
36126,6x6jVrxZYv8bB6fwPsg79E,Beats Pliz,968.0,43,[],,,-21871.056009720403,14310.655015410566,8
36127,1w73c5x9eoKqhsYoGrEL1r,Bocianus,6.0,24,[],,,-20358.98130805797,-976.9850819699273,1
36128,1J6QFs4ySHZ3CKhEGnCOyg,HYPERS,122.0,31,[],,,-3593.132821738792,8555.359601364471,1
36129,3KPL9k9pi5qS1DFnt7Il8K,VieR44VieR,5660.0,30,['german underground rap'],,,-24288.798710860738,1040.159782997561,1
36130,02xRHwlhd1mMETsRI4DsYi,Orgi 69,8238.0,20,[],,,-23082.905051220085,1288.4633818473872,1
36131,0Ylo19ka3IHeArSwlL3D8m,Jacno,3801.0,28,"['early synthpop', 'french synthpop', 'vintage french electronic']",,,16326.231152247825,30965.360741591743,1
36132,4V6Om8WdDxyoHGhpfgD9Mp,Tavo Rayo,262.0,28,[],,,-15708.32638788837,3633.5036751763887,3
36133,5x3nSujruZLuB6xBicI6Ai,Nuca,8515.0,58,[],,,-18688.58365742503,13113.83870566954,5
36134,1Z4N6qo86BmXMr5SqkHP1r,Soul Revolver,295.0,35,[],,,-14869.570152826576,-2479.291958806559,3
36135,4BZroLrrNVNtxJ2A63BboQ,Meghna Bhat,8.0,20,[],,,-20795.70948219014,20765.142001983768,1
36136,4HqFIDYBlJqpZJZFTjJ3S5,Jesper Livid,1359.0,30,['danish pop'],['dk (3)'],dk,-18930.923147915302,3239.5771782985817,5
36137,1AOjXKYK3ItvGB70rvbYKz,Matyas Antal,54.0,33,['hungarian classical performance'],,,-26799.326373354284,16124.19130899553,1
36138,4k5XJa1mHBuKNvx4zt4Ogc,Marques,21139.0,37,['ecuadorian pop'],,,-10600.148231125928,-93.97093021772774,1
36139,0bir24ySN23SFK86lBjr5y,Immorales,285.0,25,[],,,-20665.994319873684,4207.3413250700305,1
36140,70DFixYAFPv4Pf9kgSfR9O,MARK,370910.0,49,[],"['id (1)', 'my (1)', 'ph (1)', 'sg (1)', 'kr (1)', 'tw (1)', 'th (1)', 'vn (1)']",id,-22644.5729343751,2822.473632929767,4
36141,5bnBLopLMxdnjh6mMj9qJ0,Luty DJ,847.0,34,['rkt'],,,-8984.6189870203,1594.0589277804856,1
36142,1OO2uAMcUCXUkFzDdsr7x7,Boulevards,5284.0,28,['synth funk'],,,-19273.8158676725,2566.1050193685496,1
36143,1pvVz9G8uL8K0ZVEnqm1SQ,Paroma Dasgupta,214.0,37,[],,,-20648.39200367928,17798.946963445043,2
36144,0adMhStQvE8H1B0IS45CJX,Bobby Creekwater,23653.0,44,['atl hip hop'],,,-19419.251902766435,3958.5204811505346,1
36145,6HaGTQPmzraVmaVxvz6EUc,Jung Kook,3881304.0,77,[],"['us (1)', 'ar (1)', 'at (1)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'do (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'in (1)', 'id (1)', 'jp (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mx (1)', 'ma (1)', 'ni (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pt (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'za (1)', 'kr (1)', 'ch (1)', 'tw (1)', 'th (1)', 'tr (1)', 'ua (1)', 'ae (1)', 'vn (1)']",us,-18545.56302324591,4122.731632463928,4
36146,1xoxekeb8jUVHKJB7m6bfg,Tyler Cole,26193.0,64,['bedroom soul'],,,-18876.899828363938,2067.7373630373972,2
36147,5MZdKmi0C80e3eu53Vzr6f,Klein & M.B.O.,1374.0,20,"['italian disco', 'post-disco']",,,-19954.402215088365,4714.612449589564,1
36148,1CPCBrE4lAOlw4zbrqeCIL,Los Traviesos,8721.0,28,['salsa choke'],,,-10477.381211321735,-73.18754943757955,1
36149,1VPARCXnwaf0uy3Puq6m0Y,Darkin,51.0,20,[],,,10990.119244854384,-2522.5366225610765,1
36150,5Zym5jbQfjzIk2R8vucd5R,frayzed,28.0,26,[],,,-25267.183265706393,4955.524342877624,1
36151,4Bdqzh78prwuqwInMb555P,Pinhani,1884422.0,65,"['oyun havasi', 'turkish pop', 'turkish rock']","['cy (1)', 'tr (12)']",tr,-16755.550828635667,-2571.4394488049675,2
36152,4DPJ7nwvPKd79g0kcGDV3t,Michael Uzowuru,531.0,20,[],,,-18605.903034652827,1966.6055359820543,1
36153,2BpAc5eK7Rz5GAwSp9UYXa,The Tallest Man On Earth,619359.0,55,"['indie folk', 'stomp and holler', 'swedish americana', 'swedish singer-songwriter']","['pl (2)', 'ch (2)']",pl,-19911.258913790785,3429.4582189500647,1
36154,5YZXvHrAg6BE549FF4x6jB,Jocelyne Beroard,20631.0,35,"['kompa', 'zouk']",,,-17442.229450323797,5656.4976306834,1
36155,0DjByjXixZBH4pM2g6xpuh,Legun,29.0,25,[],,,-11994.905508703952,2843.6598060760552,1
36156,1rj3Y1IuYvm2Ug5NBil4ll,Charlie,8086.0,36,[],,,-20039.145165599737,-3402.2352198240956,1
36157,1EtBmvqGOtWnjDgCUFQRqI,Rolipso,8677.0,56,"['covertronica', 'slap house']",,,-20322.939839013958,3048.7606186449293,1
36158,10SSWFHswODW4VG1y56JbL,Rebecca Garton,2359.0,23,[],,,-18552.98073008594,4679.938594782635,5
36159,4oE4ASN8auDhoW9vsXp3VJ,MV Bill,820711.0,54,"['brazilian hip hop', 'funk ostentacao', 'rap nacional antigo']",,,-10857.940262940594,6100.503075223287,4
36160,4vZIz0gG5DD3Qj9MB6kclW,Adrian Sherwood,14161.0,35,"['dub', 'experimental dub', 'uk reggae']",,,-19449.87415921427,4736.833388453854,4
36161,16Nni80EpZ7s54i3hJKvft,The Harlem Gospel Travelers,2651.0,27,[],,,-19571.552011403895,1832.326749717945,1
36162,6DV6fhUbgeRpV2dnnNwws2,Big T,7034.0,36,['dirty texas rap'],,,-16671.9797559894,3273.595967882934,2
36163,4AripACtwIVH69NdCbsJus,Niels Destadsbader,67545.0,42,"['belgian pop', 'classic belgian pop', 'kleinkunst']",['be (8)'],be,-18565.55284589812,2732.540127402935,2
36164,49TyS36TTNLuUgSGnuVkn2,YPN,222.0,27,[],,,-23207.029966977334,2539.2040724803633,1
36165,3VSHFjwG94ubNcoST9hfxX,Hugo,55602.0,48,['thai folk'],,,-24943.97868865651,11832.979813745804,1
36166,3QtQodeeFo2I83QcSavVpf,Pepe,4594.0,29,"['classic romanian pop', 'romanian pop']",,,-20390.33439532344,6506.286406465085,1
36167,6ihYEkLlAWkafYVAvEkMd0,Danique,5789.0,46,['dutch pop'],['nl (1)'],nl,-20478.136186073236,3076.134710218008,3
36168,6JgU5XycK1JQ9FUUv0v1Sh,Kim Alex,59.0,26,[],,,-21953.360277958265,1672.7409013202655,1
36169,5pOYIshq4ZLnVBEuw8sF6f,Gavin Haley,43543.0,48,"['chill pop', 'chill r&b', 'oc rap', 'uk pop']",,,-20119.342542886807,3770.4319783930264,3
36170,2E6ODN4Dna1vkh6s8sxHC0,Prodgk,6285.0,47,['punjabi hip hop'],,,-19780.515540591008,16494.92136781309,2
36171,3CAxQbEOPnxzxhed0k0gHf,Marry,6335.0,38,"['discofox', 'partyschlager', 'schlager']",,,-21544.409094900966,1440.1057431871488,2
36172,6vZXamchcIOKzC1c3Elp4J,Cheb Mami,512756.0,53,"['moroccan pop', 'rai', 'reggae maghreb']",['ma (1)'],ma,-20411.379228563757,4897.510444395359,19
36173,2zrCAcIqROY4WLtgtLzbwh,Salah Al Zadjali,19215.0,27,['khaliji'],['sa (1)'],sa,-22389.17021652683,3307.068584197152,3
36174,3NoeRIxHApi6qe4yan2Vnn,Eric Nally,9808.0,51,[],,,-17909.288573786565,4843.28910614435,2
36175,37MCoi4pcUf9EKsPXeuCqU,Tan Bionica,524180.0,61,"['argentine rock', 'argentine telepop', 'latin alternative', 'rock en espanol']","['ar (16)', 'py (1)', 'uy (6)']",ar,-15726.107956155778,3050.356962778496,3
36176,3jL6qMsbG7tnDxHDDMhVBH,KureiYuki's,53662.0,29,[],,,18792.677671522277,34151.24739732204,1
36177,3HSTFjB1XVO5Aak6S5zQ4K,JOHNYBOSS,202.0,22,[],,,-28359.155165463482,-187.81257546976903,1
36178,6E1ESSogzH36DPYJY1yELB,Yano,43230.0,33,[],,,-17681.706011168753,3228.050654670748,1
36179,3C3MAHRrqtKR9kXVsaMIrU,Abang DJ,9856.0,29,['indonesian viral pop'],,,-14091.390351482154,21729.282602461797,1
36180,175a900UJkfGsIGcvUDaEx,Pur,355819.0,55,"['german pop', 'german rock', 'schlager']",,,-21589.509770547873,3006.301337502938,1
36181,5oAjLXTvB7VDWn3Up9LYcQ,Luca Lush,27724.0,39,['vapor twitch'],,,-18719.042017301577,4369.366048450188,12
36182,6vzPpIc9kH5ThrgHh2pGyF,Purnima,793.0,31,[],,,-20747.433895625927,18246.94548910774,2
36183,0lHtZhfF0i3GHfMkQjaFCl,Jerome Prister,233.0,20,[],,,-21786.77746281133,3602.285959604132,2
36184,06nb79wpyBwu3tfjYgjE0B,Cheeko,4133.0,30,[],,,-17977.470514208984,1900.3133783966186,1
36185,4osVU3jyVz4gMMeyQr6ABg,Angel Dust,13671.0,29,"['german metal', 'german thrash metal', 'neo-trad metal']",,,-17701.191326401335,3690.5356059562855,2
36186,1uKcMFoPaE7DktLRi9u6y4,Thundatraxx,407.0,43,[],,,-20196.989762959805,4229.64591398398,2
36187,5xq3ihm7aONcolMTWXKltB,GIFTBACK,1000.0,25,['deep big room'],,,-17962.513916690692,4624.202162348268,1
36188,7Dx7RhX0mFuXhCOUgB01uM,JJ Lin,2225309.0,64,"['mandopop', 'singaporean mandopop', 'singaporean pop']","['hk (13)', 'my (10)', 'sg (28)', 'tw (48)']",tw,-20142.74182892325,5061.803543756904,16
36189,0uHamPJBu9r0cJAcZJyQpW,Gad Elmaleh,5033.0,28,['francoton'],,,-18753.044779109692,4070.600416126892,1
36190,0Nf8r7TPFiBZzDtNZghUOD,Money-G,856.0,35,[],,,-20965.520976716165,1867.40724311124,3
36191,1NjA7PsDaStxWBDIGsOcFJ,Ruuben,260.0,36,[],,,-15029.952981291051,16089.039201491742,2
36192,4g8ITOYN5XvLuw6UCqhs9W,Cheba Kheira,50475.0,26,"['deep rai', 'rai']",,,-23714.080713783587,4885.925623849332,2
36193,2pJflhmZb64BkpvozadRkP,Marc Spence,7544.0,26,['deep groove house'],,,-18662.308098610014,4013.717278916495,2
36194,6CfEqFJScEOoO0meiW88px,AVY X,25.0,27,[],,,-19026.165861578513,991.6356820304098,1
36195,3vBEHGYmD1eNhyNUnbUE40,Aidonia,95.0,22,[],,,-18469.86893772914,5907.1766890728395,2
36196,7d1wBAl5FEvOENbACiZIYZ,Pelo D'Ambrosio,68515.0,32,['folklore peruano'],['pe (1)'],pe,-13329.635326258143,2613.960267892817,6
36197,23Oj0QXzYD7iIWYG2sfMDI,Yuni Shara,59820.0,37,"['classic indo pop', 'dangdut']",,,-17792.323910683255,13211.898428400986,2
36198,1mwaNeRTnMjH53H6eyxKw2,DZA,2566.0,28,"['abstract beats', 'russian experimental electronic']",,,-22133.922902650895,3126.004794098557,1
36199,2KjxvxgJvbwweNVRMSuIRG,Hoang,15518.0,50,['pop edm'],,,-19562.381230492832,2520.8801494939407,1
36200,0ZC98hE2PleBKS61my6gly,Stephen Foster,3182.0,21,['american romanticism'],,,-22415.976382139805,12468.064269977767,1
36201,6Oa7dtz85WbPv9pYDcRSDN,MOMO,1235.0,39,[],,,-10787.739612806086,2329.0180838611623,4
36202,3wUXULHYiiqd7cTdGjZgCX,Juanchirmx,386.0,20,[],,,-10930.273635467467,3043.3289206222603,1
36203,3sFn8HRnBP6g4twNNy9Tzz,Club cheval,17755.0,27,[],,,-20830.50975160925,4333.740375438198,1
36204,6HBK5QQwMGT6CduG11q9QZ,VARINZ,261082.0,35,['thai pop'],['th (2)'],th,-26609.060267963352,14159.357577496443,6
36205,6KVLwXA3gd60PNxnUoj3rg,Major,133.0,22,[],,,-22974.213621361567,1456.8467621604457,2
36206,0D5GLqp4LQMG8Io8LxTdME,Monica Groop,595.0,23,['classical mezzo-soprano'],,,-23802.7271164483,12834.114866231124,1
36207,5Cd1QrUzng56NFaZyIKttc,The Runners,496.0,20,['british indie rock'],,,-18885.23996481843,3183.4536265708844,1
36208,0cGfitvwmFr2sSywioWYNM,Whatcharawale,609488.0,53,['thai pop'],['th (8)'],th,-15143.940526700206,13899.519237909548,2
36209,236esLzg1nwfAAKhtmfDJT,Zoinho no Beat,14.0,22,[],,,-3730.9102075528112,9150.728771609722,1
36210,3lDTgudSVNR05wyiJ1RptF,Bar Tzabary,10222.0,38,['israeli pop'],['il (2)'],il,-16950.396212995092,5344.040306800082,2
36211,3mEKRofaEAL1E4wmR1kCAW,Four Plack,53.0,55,[],,,-9914.552042843236,2058.7328265722626,1
36212,63ebc5zUpJ36aoTDQJHa9B,E1 (3x3),32433.0,61,['uk drill'],['gb (1)'],gb,-19354.94657332655,4377.164086194178,15
36213,1K1ZkTQCjpVZrChPZhkw6U,Empra,459.0,31,[],,,-19112.489445093088,5373.77774382836,1
36214,29lbSb4ujaVH5pHnQjFT0G,Ola Gjeilo,36426.0,55,"['21st century classical', 'nordic contemporary classical']",,,-23228.728816854808,12318.312907942433,1
36215,3HGSQ9pP9IrgvbVovEAxer,Peter Pop,9034.0,20,[],,,-23334.65981433173,7052.965642794367,1
36216,3jfVtv9mWfW0c5b3Fx440e,Babes Wodumo,172662.0,38,['gqom'],,,-16366.575070080033,4493.456459395533,1
36217,69v4ZOOomf1TNp59YYB1j7,Noize MC,291213.0,51,"['russian hip hop', 'russian pop', 'russian reggae', 'russian rock']","['ru (10)', 'ua (2)']",ru,-22472.056422737845,2543.788254807857,15
36218,0F1UBU7ZD8HOR44X5M6eMT,David Spekter,1900.0,42,['canadian pop'],,,-19388.088919128935,3520.7659486095417,3
36219,3UNkFmRjyF1KBDHUAVTrEl,ALPHACAST,248.0,24,[],,,-19564.61423918523,3702.487145065191,1
36220,3nmEMu180oirieWGPt1fOf,Buster Moe,3964.0,32,[],,,-19255.154300754373,2785.1674409780376,3
36221,4VtRkrTXBVyG16j89qgPjq,Any1,15.0,23,[],,,-19839.686851398495,7448.86128164661,1
36222,1xGUEXeXkgrux9lHAOI2di,UNO,44.0,33,[],,,-19623.32746467108,1771.1996338120048,1
36223,1aXxPa6FYzAlqpznPkW12C,DJ Topeng,36442.0,36,['indonesian viral pop'],,,-13941.560018012964,21978.241555378536,1
36224,3LzHaN3Y3gT35BudaFqVyy,Kamferdrops,15684.0,38,[],"['no (2)', 'se (3)']",se,-19079.399563561765,5796.3149788109,6
36225,2ddNnvZweLiRO64besTRXA,The Kuwaitis,987.0,22,[],,,-17952.08107200342,2646.5132304974863,1
36226,121DYfRpwhbZPSWjvViett,Reddi Rocket,1193.0,29,['chill r&b'],,,-19172.91292012556,10588.397739373784,1
36227,1HdZPoiar1wFhpMhDrl4KP,Yeizel,9.0,29,[],,,-13941.03467370601,1919.0567325978657,1
36228,1haw3TISdJj2DGIKzm1DW4,Acebergtm,16864.0,22,[],,,-18572.52800738266,1557.3019442076152,1
36229,2z78AlkdwE2Ghj9EB50M6z,Liars,75841.0,34,"['dance-punk', 'experimental rock', 'indie rock', 'noise rock', 'sasscore']",,,-19936.8562585415,4715.245989698126,2
36230,0PyyoamnJX4tdrSf8r6dij,Maud Geffray,7472.0,31,"['french indietronica', 'french synthpop']",,,-137.91422676025465,29807.823175839756,1
36231,1SIw8nXWjvAKeb6Dhh85cz,Sam Dew,14852.0,56,[],,,-18389.35978630004,3411.0537810841565,3
36232,6bigFvZX5HdrC98srqxRLQ,Panther,68500.0,54,['trap argentino'],['ar (1)'],ar,-11607.351350505382,2815.0976495636537,5
36233,3TyeX0lk4B7k56ukfzEE0z,Tenille Townes,123094.0,54,"['alberta country', 'contemporary country', 'country', 'country pop']",,,-21753.134756693595,4910.759174135151,2
36234,2dPJ5zRtJQHk7JsLMy5Dtu,Beth Nielsen Chapman,15264.0,35,"['classic uk pop', 'folk', 'lilith', 'new wave pop', 'singer-songwriter']",,,-20755.33910526311,8128.610268369403,3
36235,5UKfCXRaKmTuFbkWawfSTe,DJ Sagaz,167.0,44,[],,,-4602.651195984273,8655.621196834694,8
36236,4wJrOCb0eBFfnD4bYqtYKI,Samuel G,373.0,24,[],,,-12503.40066411491,3613.7291212727832,1
36237,5ntvgaFmaJr8rNJHOZMpNH,Cyrus Yung,1421.0,20,[],,,-17437.095951871368,2331.2671621706977,1
36238,0xQUmBSrglSvWWJDpcBdkD,DJ Ghost Floripa,4645.0,40,"['funk mandelao', 'mega funk']",,,-4156.40761671893,8862.091938497468,1
36239,41xyLsOn9VzS1GfAAUdLem,Tastic,2413.0,26,['dutch hip hop'],,,-21372.40186731759,3415.257774972952,1
36240,1YznSk5tLLp9BnzuNgghrZ,8 Graves,112039.0,49,"['alt z', 'rebel blues']",,,-17418.752737674342,2821.6137974647486,1
36241,0sHAWQhZ5GxE0QO0peVXw3,Archana Gore,336.0,43,[],,,-20617.286347596688,16555.608706776144,1
36242,2GIBqEMeHWoMZuxlmyc3ac,Stef Classens,4968.0,42,['dutch singer-songwriter'],,,-20612.3333624773,3346.5526594219673,4
36243,5BE212iALXP0t9ZoyYrAHd,Billy Blue,11602.0,25,"['bongo flava', 'miami hip hop']",,,-19395.537816189026,4668.503598129908,4
36244,2tYkM0s5coDOukk8PB4Yw3,Tabanka Djaz,12566.0,29,"['gumbe', 'kizomba', 'kizomba antigas', 'musica guineense']",,,-14865.048285378558,4300.008353481336,1
36245,3Z2T6mI5rrWuijYZkclFEN,Mpho Sebina,12142.0,35,"['afro soul', 'indie r&b', 'south african alternative', 'south african pop']",,,-16517.31078188462,-608.2675683629219,3
36246,5Ga3kh3l22JEpTEugZPcjX,Phantom Steeze,41.0,22,[],,,-16218.50824545849,-1176.6162651941752,2
36247,1mOS0vdvYz0dxtJSmP0GHY,DJ Dlee,9.0,24,[],,,-21480.793204200192,2707.52329607721,1
36248,3DUO8PkXlQno84jTW7sI02,KOACH,280.0,27,[],,,-21368.902109272243,4351.579828044744,3
36249,39NpvJulPofgF7z0BYDB56,Elan Atias,1236.0,31,[],,,-17912.864480691427,5110.193983838774,3
36250,41uM3sXgEOqlu3bKBlkuNh,El Yman,10963.0,37,"['rap dominicano', 'trap dominicano']",,,-13619.883179231554,3045.2236028187435,4
36251,4vToy936CgayUNXOnshaio,Rainforest,2263.0,31,[],,,-22687.46658043524,14098.297903868011,2
36252,2cPIQ8eVSqSKGjBQXgi3WH,Organek,209407.0,46,"['polish alternative', 'polish alternative rock', 'polish pop']",['pl (2)'],pl,-24810.582416308273,138.0881464371794,3
36253,3E6PQG2mKxd4IoKCaT9WDa,Jasiek MBH,164.0,25,[],,,-26155.119784041734,-309.5365122106824,1
36254,1byz5XKaLY1bokDXnJuGSL,Luigi Creatore,133.0,29,[],,,-20779.789143488502,8444.147843108021,1
36255,3IGxoxQrju6h4nvh9ZHz4T,WUY,96.0,39,[],,,-26254.695704543134,18424.969132332273,2
36256,2VXQid97MSwSzyhCzb1nUl,Helena,1197.0,34,['super eurobeat'],,,-20603.108269216667,4810.269427272514,1
36257,0F0a7yZzA3Z85JS3ZyyHcG,New Age,18426.0,38,[],,,-22421.582566293255,14176.899616770745,2
36258,3hCKWhFiEID6G0QAkPAHR2,Yoga,53309.0,50,['sleep'],,,-20988.26970369709,9844.814059755763,3
36259,2pVoUbHGWdqQhoaT8rMFsk,ESSEHO,3773.0,29,[],,,-20103.368044238843,1709.490095754398,1
36260,059lnnvmi1Lu3kw0ZlX1Ui,N15 D Rose,1632.0,30,[],,,-20767.29689716053,2397.9536800946903,1
36261,2OhUNb01gLwygOizYvTm0e,Big One,25710.0,39,[],,,-13021.191258742365,3544.095765004831,4
36262,0Br4l2km0ic7BSsNh1E5h4,Trill Ryan,7898.0,39,[],['nz (1)'],nz,-35416.521117165554,8864.314878428548,2
36263,0jPqMsA8ZTyQ7aMKs4JDHG,Christian Wedvik,160.0,27,[],,,-19343.683663596814,1661.3053058028156,1
36264,1WuwJxpTA1VgMZHdQnwBZ7,Kevin Lavitt,659.0,31,[],,,-16682.457172611266,12328.247341166341,1
36265,064QCIJx5aYVOMzi7BvJLw,Pacman Tv,3031.0,49,"['melodic drill', 'uk drill']",,,-20083.580320255376,3852.6759904176547,2
36266,2R66z213mp5GWy6iF1aqZn,Max de Castro,12680.0,28,"['mpb', 'sambass']",,,-9902.361634274092,6156.141505329101,1
36267,32ajq7O4OyrKjGQtm768YF,The Mitchell Brothers,12009.0,27,['grime'],,,-19034.699952503684,2709.393300948363,2
36268,0HC2dfJHpORLT21AxEiTXJ,Oliver Mtukudzi,120109.0,43,"['afropop', 'chimurenga', 'mbira', 'sungura', 'venda pop', 'world', 'zilizopendwa', 'zim urban groove']",,,-16634.839159999934,-72.77216932541708,1
36269,36L4aidPfPFcI1KPY1XDFM,MAYLYN,2490.0,42,[],,,-18966.423007378737,3859.134276748052,2
36270,3SEDKbLCS18fjSBfWkIaHN,Frankey Maxx,16.0,28,[],,,-20159.969230220224,10797.321754308543,1
36271,0r371dCcixw9isainQEkD6,Verbal,350.0,27,[],,,-19256.34634418945,5578.671580077016,1
36272,1mwuQroxtrC6ANU2Jwb8ZQ,Gabi Sampaio,76217.0,47,"['adoracao', 'brazilian gospel']",,,-7449.137548429496,2900.503740554918,1
36273,4tuJ0bMpJh08umKkEXKUI5,Gracie Abrams,615931.0,68,"['alt z', 'indie pop', 'pop', 'uk pop']",,,-17141.330554707845,4029.1975311489005,1
36274,4WrJFQnID7vIIA3LZzkhcO,Airwave,13905.0,30,"['classic progressive house', 'progressive trance', 'trance', 'uplifting trance']",,,-20182.565089120533,2219.985881919567,2
36275,5kjMVFyYkyNXhGccnycCka,Ziko,1010.0,34,[],,,-18574.25739914739,3260.013483803163,4
36276,58u4YsJTsPL0qWmYsnRoLM,Natnael,2175.0,34,"['norwegian pop', 'norwegian pop rap']",['no (2)'],no,-20916.01407161415,3834.743162058062,2
36277,7f4HimNNpPUrIy44E6PeZb,Ann-Louise Hanson,3292.0,30,"['swedish country', 'vintage swedish pop']",['se (1)'],se,-21914.600056557534,7897.76808596405,3
36278,0w5pt6lTphDQFLfiPeGzlt,Katja Schuurman,287.0,33,[],,,-20738.372963300102,4381.55478010311,1
36279,2ZvIFwl0BuQgHqWvDE80hC,Kobosil,58096.0,43,"['industrial techno', 'minimal dub']",,,-22306.67709566331,1568.1165559708456,1
36280,1S2qOJwpoeUkoJuToOZXU5,Shiha Zikir,2005.0,21,[],,,5208.1131587764285,9948.487506668582,1
36281,5PC7uk8MpcC0x1Pf0U6cJV,Soni,169.0,27,['albanian pop'],,,-22914.861633758424,1734.205511607695,1
36282,1Wk6AsLhj4nHmyvPJB6lwT,Adon,292.0,25,[],,,-20200.239459223707,1309.132372939978,1
36283,3R7AVeohq63QJyhBO0fKJY,Razz,2071.0,25,['mgp'],,,-16495.687158788223,4842.6857959574945,1
36284,1xorLVnBQu0yVeymXpsblr,Som Universal,278.0,40,[],,,-26694.56726206927,15858.377347280702,1
36285,0eBCGdfRv6rpFavBChLYS3,Gqwa!,200.0,36,[],,,-15084.012373927811,-8362.223399604361,1
36286,0xpMy6DeMBWX8zTURxB4h5,Los Iracundos,577737.0,55,"['bolero', 'latin pop', 'pop romantico']",,,-11081.674311749523,1299.5442902422426,1
36287,0GbSx3yOrTrzGqIsEbxCsq,Goes,437.0,21,['musica roraimense'],,,-7129.731705920903,7389.8362685317425,1
36288,370P5LHahZabxxt5zzSUZV,Tony,426.0,25,[],,,-21607.43631185772,12537.787682858363,3
36289,5UHRyXGrSAdFV1tHINxRZf,Cast of Frozen Fever,3781.0,34,[],,,-18249.501887366543,5376.699490173452,2
36290,0Z8XVUAOBPM4x12wKnFHEQ,Parker McCollum,238335.0,67,"['contemporary country', 'texas country']",['us (1)'],us,-16663.53923773228,3545.0871159096137,1
36291,5QyT5F4fBgWKMvjwAy907k,Dj Leon Oficial,353.0,20,[],,,-3850.464858228626,8784.155408270279,1
